Frequency,	Imag,	phase,	LinMag,	Real
1076171835.91795897,	0.01464012,	14.52405949,	0.05837682,	0.05651124
1076174337.16858435,	-0.15840118,	-100.92020391,	0.16132241,	-0.03056119
1076176838.41920972,	-0.10058308,	-45.41048877,	0.14123771,	0.09915208
1076179339.66983485,	0.05356881,	21.39826611,	0.14682476,	0.13670367
1076181840.92046022,	-0.17392294,	-96.37274287,	0.17500432,	-0.01942481
1076184342.17108560,	-0.09509112,	-117.88776655,	0.10758551,	-0.05032216
1076186843.42171097,	0.11915677,	33.36852728,	0.21663998,	0.18092690
1076189344.67233610,	0.01657659,	161.31514596,	0.05174320,	-0.04901608
1076191845.92296147,	0.02372323,	88.79805973,	0.02372845,	0.00049773
1076194347.17358685,	-0.11731531,	-35.65927745,	0.20123942,	0.16350664
1076196848.42421222,	-0.14028929,	-89.05933201,	0.14030820,	0.00230344
1076199349.67483735,	-0.06104035,	-133.02730213,	0.08349926,	-0.05697545
1076201850.92546272,	-0.01824660,	-167.07978268,	0.08160592,	-0.07953985
1076204352.17608809,	-0.01578697,	-151.10601713,	0.03267236,	-0.02860515
1076206853.42671347,	-0.01731937,	-21.32135492,	0.04763323,	0.04437301
1076209354.67733860,	0.05535517,	147.38244802,	0.10269426,	-0.08649807
1076211855.92796397,	0.00584711,	3.99123491,	0.08400558,	0.08380184
1076214357.17858934,	0.11305393,	62.34433929,	0.12763594,	0.05924308
1076216858.42921472,	-0.10385735,	-100.01222310,	0.10546348,	-0.01833570
1076219359.67983985,	0.10464970,	81.51364246,	0.10580819,	0.01561453
1076221860.93046522,	-0.00152509,	-4.61224045,	0.01896599,	0.01890457
1076224362.18109059,	-0.08523591,	-119.41470153,	0.09784996,	-0.04805679
1076226863.43171596,	-0.06981289,	-141.31229460,	0.11168718,	-0.08717906
1076229364.68234110,	-0.07165220,	-109.63241876,	0.07607460,	-0.02555989
1076231865.93296647,	-0.01190833,	-174.22240149,	0.11829389,	-0.11769298
1076234367.18359184,	0.01402540,	171.36779470,	0.09344592,	-0.09238738
1076236868.43421721,	-0.13669761,	-98.27209993,	0.13813476,	-0.01987405
1076239369.68484235,	-0.15053625,	-77.64911846,	0.15410281,	0.03296228
1076241870.93546772,	0.06589311,	31.34579225,	0.12666834,	0.10818025
1076244372.18609309,	0.01319240,	29.38849432,	0.02688327,	0.02342373
1076246873.43671846,	-0.04800835,	-148.88259532,	0.09289660,	-0.07952972
1076249374.68734360,	0.07446230,	41.58029516,	0.11219795,	0.08392703
1076251875.93796897,	0.06916923,	142.64772791,	0.11400634,	-0.09062596
1076254377.18859434,	-0.03602182,	-20.60630348,	0.10235083,	0.09580251
1076256878.43921971,	0.07700042,	122.14519595,	0.09094154,	-0.04838696
1076259379.68984485,	0.01935808,	52.61327976,	0.02436341,	0.01479326
1076261880.94047022,	-0.02276205,	-20.45630994,	0.06512876,	0.06102167
1076264382.19109559,	0.08407805,	48.62599203,	0.11204267,	0.07405701
1076266883.44172096,	0.05498848,	53.49009713,	0.06841456,	0.04070405
1076269384.69234610,	-0.10341493,	-99.83519622,	0.10495747,	-0.01792829
1076271885.94297147,	-0.00507807,	-177.73658503,	0.12857898,	-0.12847866
1076274387.19359684,	0.09763430,	88.66746045,	0.09766071,	0.00227111
1076276888.44422221,	-0.10433403,	-85.91395699,	0.10459991,	0.00745321
1076279389.69484734,	-0.03540444,	-116.98082563,	0.03972856,	-0.01802454
1076281890.94547272,	-0.05033648,	-34.76530260,	0.08827614,	0.07251838
1076284392.19609809,	0.07170129,	140.12823236,	0.11184600,	-0.08583970
1076286893.44672346,	-0.16761905,	-125.29358373,	0.20536459,	-0.11865272
1076289394.69734859,	-0.01662039,	-152.75917966,	0.03631035,	-0.03228319
1076291895.94797397,	0.02643009,	152.81804998,	0.05785698,	-0.05146728
1076294397.19859934,	0.01022677,	173.68932123,	0.09303871,	-0.09247494
1076296898.44922471,	0.03052546,	155.73479382,	0.07427828,	-0.06771602
1076299399.69984984,	-0.06558706,	-63.51168830,	0.07327955,	0.03268380
1076301900.95047522,	0.08042599,	120.03312299,	0.09289895,	-0.04649598
1076304402.20110059,	-0.11230400,	-93.02029418,	0.11246022,	-0.00592549
1076306903.45172596,	0.09677430,	90.85189962,	0.09678500,	-0.00143899
1076309404.70235109,	-0.14992681,	-111.16928391,	0.16077640,	-0.05806033
1076311905.95297646,	-0.07334634,	-115.46997242,	0.08124221,	-0.03493724
1076314407.20360184,	-0.05856722,	-131.91368121,	0.07870329,	-0.05257461
1076316908.45422721,	-0.05073562,	-96.39227917,	0.05105302,	-0.00568399
1076319409.70485234,	-0.05373578,	-82.42509660,	0.05420884,	0.00714593
1076321910.95547771,	0.05775315,	145.91644080,	0.10305676,	-0.08535379
1076324412.20610309,	-0.09827051,	-101.97164277,	0.10045537,	-0.02083721
1076326913.45672846,	-0.03016353,	-44.02362079,	0.04340358,	0.03120949
1076329414.70735359,	-0.09087118,	-86.59601419,	0.09103179,	0.00540509
1076331915.95797896,	-0.06178762,	-118.12142168,	0.07005790,	-0.03302121
1076334417.20860434,	-0.14384580,	-102.22434443,	0.14718302,	-0.03116454
1076336918.45922971,	-0.18576925,	-91.35476447,	0.18582119,	-0.00439335
1076339419.70985484,	-0.11841156,	-51.15480761,	0.15203512,	0.09535921
1076341920.96048021,	-0.20486356,	-96.61590291,	0.20623693,	-0.02376115
1076344422.21110558,	-0.03395372,	-168.07956516,	0.16438245,	-0.16083761
1076346923.46173096,	-0.09358422,	-72.56356892,	0.09809152,	0.02939288
1076349424.71235609,	-0.02787079,	-144.60782364,	0.04812195,	-0.03922935
1076351925.96298146,	-0.01857553,	-117.56487479,	0.02095408,	-0.00969656
1076354427.21360683,	0.00767825,	162.11320077,	0.02499940,	-0.02379106
1076356928.46423221,	-0.02843992,	-149.52822646,	0.05608193,	-0.04833585
1076359429.71485734,	-0.04827675,	-94.95467758,	0.04845782,	-0.00418519
1076361930.96548271,	-0.06867548,	-149.11866639,	0.13380208,	-0.11483325
1076364432.21610808,	0.04211443,	125.33927158,	0.05162719,	-0.02986204
1076366933.46673346,	-0.00697238,	-166.89970344,	0.03076188,	-0.02996130
1076369434.71735859,	-0.01925784,	-103.97130344,	0.01984492,	-0.00479128
1076371935.96798396,	-0.00495080,	-174.02550024,	0.04756461,	-0.04730625
1076374437.21860933,	0.02963085,	24.31469643,	0.07196353,	0.06558020
1076376938.46923470,	-0.10098971,	-111.04851098,	0.10820983,	-0.03886446
1076379439.71985984,	0.01247253,	168.62783585,	0.06325417,	-0.06201231
1076381940.97048521,	-0.09853815,	-110.19974557,	0.10499598,	-0.03625448
1076384442.22111058,	-0.10341731,	-63.30707370,	0.11575352,	0.05199749
1076386943.47173595,	0.14737216,	114.47185600,	0.16191809,	-0.06707396
1076389444.72236109,	-0.09528652,	-109.72546137,	0.10122642,	-0.03416529
1076391945.97298646,	-0.12411153,	-109.41345027,	0.13159331,	-0.04373932
1076394447.22361183,	-0.04363832,	-136.48295748,	0.06337525,	-0.04595780
1076396948.47423720,	-0.02168123,	-160.72169039,	0.06566945,	-0.06198710
1076399449.72486234,	-0.14761901,	-96.32842686,	0.14852406,	-0.01637143
1076401950.97548771,	-0.00355971,	-174.79027275,	0.03920314,	-0.03904119
1076404452.22611308,	-0.02205989,	-159.18686814,	0.06208437,	-0.05803301
1076406953.47673845,	-0.01375935,	-173.00283387,	0.11294794,	-0.11210673
1076409454.72736359,	-0.04938005,	-46.84893583,	0.06768535,	0.04629165
1076411955.97798896,	-0.05943341,	-109.22927307,	0.06294524,	-0.02073096
1076414457.22861433,	-0.10569844,	-102.42406660,	0.10823305,	-0.02328586
1076416958.47923970,	-0.07329793,	-60.18015080,	0.08448421,	0.04201185
1076419459.72986484,	-0.08478768,	-36.87611488,	0.14129236,	0.11302469
1076421960.98049021,	-0.02309050,	-46.57005690,	0.03179566,	0.02185847
1076424462.23111558,	-0.08721165,	-97.12602363,	0.08789054,	-0.01090301
1076426963.48174095,	0.05037438,	81.32146704,	0.05095783,	0.00768905
1076429464.73236608,	0.00004412,	179.97985468,	0.12546916,	-0.12546915
1076431965.98299146,	0.00028575,	179.76458921,	0.06954811,	-0.06954752
1076434467.23361683,	0.00830209,	120.79353692,	0.00966464,	-0.00494777
1076436968.48424220,	0.01300424,	168.57362835,	0.06564203,	-0.06434101
1076439469.73486733,	-0.03753157,	-86.10002540,	0.03761869,	0.00255863
1076441970.98549271,	0.13788976,	67.60326558,	0.14913970,	0.05682486
1076444472.23611808,	0.00671032,	4.59862876,	0.08369589,	0.08342645
1076446973.48674345,	0.06021498,	57.42237506,	0.07145798,	0.03847596
1076449474.73736858,	-0.02691837,	-144.82480632,	0.04672692,	-0.03819432
1076451975.98799396,	-0.11676099,	-70.36769855,	0.12396744,	0.04165091
1076454477.23861933,	0.00638082,	177.66364351,	0.15652375,	-0.15639363
1076456978.48924470,	0.00816085,	21.45130787,	0.02231507,	0.02076928
1076459479.73986983,	0.02347803,	152.77516659,	0.05131996,	-0.04563464
1076461980.99049520,	-0.13606453,	-62.32776741,	0.15363781,	0.07135138
1076464482.24112058,	-0.07563256,	-42.67092164,	0.11158758,	0.08204573
1076466983.49174595,	-0.09628072,	-101.92361010,	0.09840389,	-0.02033097
1076469484.74237108,	0.06335551,	137.31593513,	0.09345088,	-0.06869604
1076471985.99299645,	-0.02819084,	-33.08531891,	0.05164223,	0.04326889
1076474487.24362183,	0.01436509,	141.40502275,	0.02302795,	-0.01799807
1076476988.49424720,	0.02058623,	161.35029628,	0.06437595,	-0.06099566
1076479489.74487233,	-0.17700076,	-68.50675935,	0.19022914,	0.06969833
1076481990.99549770,	-0.10864380,	-127.87875752,	0.13764371,	-0.08451222
1076484492.24612308,	-0.24520172,	-76.84206928,	0.25181274,	0.05732163
1076486993.49674845,	-0.12465531,	-66.87718475,	0.13554423,	0.05322867
1076489494.74737358,	-0.02549691,	-12.14558252,	0.12118512,	0.11847253
1076491995.99799895,	-0.00678522,	-46.92242150,	0.00928936,	0.00634452
1076494497.24862432,	0.01776927,	40.67149425,	0.02726514,	0.02067948
1076496998.49924970,	0.05648785,	129.73957559,	0.07346024,	-0.04696307
1076499499.74987483,	-0.00775964,	-170.89718877,	0.04904752,	-0.04842982
1076502001.00050020,	-0.09901276,	-144.28262854,	0.16960414,	-0.13770272
1076504502.25112557,	-0.11925090,	-130.44481135,	0.15669647,	-0.10165140
1076507003.50175095,	0.00382927,	11.77746176,	0.01876074,	0.01836578
1076509504.75237608,	-0.14765237,	-121.95424001,	0.17402170,	-0.09209955
1076512006.00300145,	-0.11315598,	-95.77250185,	0.11373270,	-0.01143910
1076514507.25362682,	-0.01292609,	-105.86118537,	0.01343770,	-0.00367263
1076517008.50425220,	0.02569712,	123.64435924,	0.03086768,	-0.01710181
1076519509.75487733,	-0.09739616,	-84.03136097,	0.09792702,	0.01018285
1076522011.00550270,	-0.00853553,	-172.49386849,	0.06534011,	-0.06478021
1076524512.25612807,	-0.06911009,	-90.68483928,	0.06911503,	-0.00082609
1076527013.50675344,	0.00322854,	170.91914490,	0.02045603,	-0.02019964
1076529514.75737858,	-0.03869943,	-51.46429085,	0.04947384,	0.03082231
1076532016.00800395,	-0.02181853,	-170.39723959,	0.13079381,	-0.12896113
1076534517.25862932,	-0.00986136,	-5.75417759,	0.09835725,	0.09786165
1076537018.50925469,	-0.06294654,	-134.29455511,	0.08794376,	-0.06141528
1076539519.75987983,	-0.04725431,	-147.64783116,	0.08830572,	-0.07459846
1076542021.01050520,	-0.00385511,	-164.03595918,	0.01401686,	-0.01347629
1076544522.26113057,	0.00817267,	4.48582137,	0.10449333,	0.10417324
1076547023.51175594,	0.00674165,	163.44594633,	0.02366157,	-0.02268083
1076549524.76238108,	-0.05120653,	-124.68223056,	0.06227077,	-0.03543359
1076552026.01300645,	-0.00722002,	-2.40457352,	0.17208805,	0.17193653
1076554527.26363182,	-0.01488458,	-48.15481472,	0.01998063,	0.01332948
1076557028.51425719,	-0.01556805,	-133.13664996,	0.02133413,	-0.01458701
1076559529.76488233,	-0.08740529,	-102.18404528,	0.08941949,	-0.01887222
1076562031.01550770,	-0.00455233,	-143.84854593,	0.00771684,	-0.00623104
1076564532.26613307,	-0.05000456,	-70.05450396,	0.05319534,	0.01814632
1076567033.51675844,	-0.09271871,	-96.71423277,	0.09335900,	-0.01091530
1076569534.76738358,	-0.08790320,	-99.89615695,	0.08923088,	-0.01533549
1076572036.01800895,	0.04669909,	141.20051832,	0.07452814,	-0.05808303
1076574537.26863432,	0.00832692,	171.68085495,	0.05755133,	-0.05694574
1076577038.51925969,	-0.07173728,	-53.10144979,	0.08970526,	0.05385904
1076579539.76988482,	-0.01181842,	-156.69482090,	0.02987253,	-0.02743525
1076582041.02051020,	-0.17269325,	-127.38318178,	0.21733552,	-0.13195366
1076584542.27113557,	-0.03068426,	-128.93414369,	0.03944657,	-0.02478928
1076587043.52176094,	0.03357671,	82.33391419,	0.03387952,	0.00451951
1076589544.77238607,	-0.04543508,	-114.43738918,	0.04990596,	-0.02064603
1076592046.02301145,	0.03885625,	141.94203837,	0.06303143,	-0.04963016
1076594547.27363682,	-0.01210792,	-165.79017505,	0.04932474,	-0.04781557
1076597048.52426219,	-0.06579374,	-36.30553394,	0.11112099,	0.08954919
1076599549.77488756,	-0.07335630,	-115.85640249,	0.08151697,	-0.03555095
1076602051.02551270,	0.08826604,	84.39473593,	0.08869012,	0.00866275
1076604552.27613807,	0.01943815,	131.41719033,	0.02592055,	-0.01714740
1076607053.52676344,	0.01210915,	173.80123227,	0.11214462,	-0.11148895
1076609554.77738881,	0.05241250,	136.49368237,	0.07613287,	-0.05521905
1076612056.02801394,	0.05540214,	79.74569371,	0.05630143,	0.01002264
1076614557.27863932,	0.03159155,	164.81235939,	0.12058716,	-0.11637542
1076617058.52926469,	-0.03034669,	-159.68132252,	0.08739364,	-0.08195564
1076619559.77989006,	-0.10339735,	-128.92169744,	0.13290057,	-0.08349581
1076622061.03051519,	0.02216186,	39.52165825,	0.03482543,	0.02686379
1076624562.28114057,	-0.13343021,	-92.98343471,	0.13361131,	-0.00695410
1076627063.53176594,	-0.08999643,	-51.29061618,	0.11533155,	0.07212494
1076629564.78239131,	0.02203193,	160.26502361,	0.06524695,	-0.06141464
1076632066.03301644,	-0.05359069,	-128.36828926,	0.06835223,	-0.04242718
1076634567.28364181,	0.01532329,	11.30968081,	0.07813549,	0.07661822
1076637068.53426719,	-0.08355503,	-31.18808089,	0.16135016,	0.13803054
1076639569.78489256,	0.03371986,	164.79625660,	0.12857797,	-0.12407766
1076642071.03551769,	-0.06223188,	-127.59427005,	0.07854083,	-0.04791508
1076644572.28614306,	-0.00640949,	-6.42558119,	0.05727223,	0.05691245
1076647073.53676844,	-0.02663798,	-169.00706580,	0.13969408,	-0.13713080
1076649574.78739381,	-0.13928035,	-129.31422622,	0.18002252,	-0.11405741
1076652076.03801894,	-0.03951281,	-30.15671969,	0.07865329,	0.06800792
1076654577.28864431,	0.02138234,	159.77441750,	0.06184921,	-0.05803552
1076657078.53926969,	-0.04187667,	-167.80287664,	0.19820864,	-0.19373438
1076659579.78989506,	-0.14726940,	-130.57946039,	0.19390193,	-0.12613359
1076662081.04052019,	-0.01436960,	-61.12124369,	0.01641033,	0.00792549
1076664582.29114556,	0.02896718,	45.26077414,	0.04078059,	0.02870469
1076667083.54177093,	-0.09985399,	-79.63424541,	0.10151073,	0.01826495
1076669584.79239631,	0.00175009,	178.50734978,	0.06718536,	-0.06716256
1076672086.04302144,	-0.10821810,	-82.83732650,	0.10906926,	0.01359951
1076674587.29364681,	-0.08430082,	-42.76495713,	0.12415575,	0.09114836
1076677088.54427218,	-0.11665239,	-118.56964986,	0.13282573,	-0.06352081
1076679589.79489756,	-0.10327142,	-97.52847289,	0.10416938,	-0.01364815
1076682091.04552269,	0.00283395,	3.96865221,	0.04094670,	0.04084852
1076684592.29614806,	-0.02047028,	-141.30331262,	0.03274211,	-0.02555412
1076687093.54677343,	-0.02300136,	-139.26354209,	0.03524676,	-0.02670715
1076689594.79739881,	-0.08710581,	-52.34048346,	0.11002996,	0.06722476
1076692096.04802394,	-0.14104138,	-66.79966306,	0.15345046,	0.06045140
1076694597.29864931,	-0.04931032,	-145.24605867,	0.08650125,	-0.07107010
1076697098.54927468,	-0.02093664,	-162.64689357,	0.07019600,	-0.06700101
1076699599.79990005,	-0.09170747,	-99.51626134,	0.09298709,	-0.01537332
1076702101.05052519,	-0.14648856,	-124.20587265,	0.17712756,	-0.09957547
1076704602.30115056,	-0.01480249,	-175.38380150,	0.18392592,	-0.18332930
1076707103.55177593,	0.01270409,	74.60454176,	0.01317693,	0.00349821
1076709604.80240130,	-0.02882814,	-18.70201523,	0.08990637,	0.08515922
1076712106.05302644,	-0.09431152,	-57.38724354,	0.11196473,	0.06034432
1076714607.30365181,	0.06647209,	117.85529521,	0.07518358,	-0.03512878
1076717108.55427718,	0.00781032,	158.34375423,	0.02116404,	-0.01967017
1076719609.80490255,	0.11512142,	93.24128719,	0.11530587,	-0.00651951
1076722111.05552769,	0.06338715,	112.38641595,	0.06855360,	-0.02610872
1076724612.30615306,	-0.07722225,	-103.85354484,	0.07953587,	-0.01904414
1076727113.55677843,	-0.06444141,	-86.52081938,	0.06456040,	0.00391790
1076729614.80740380,	0.08744815,	133.48204718,	0.12052006,	-0.08293314
1076732116.05802894,	0.06088795,	161.75540615,	0.19448409,	-0.18470712
1076734617.30865431,	0.07549911,	37.68609478,	0.12349875,	0.09773345
1076737118.55927968,	-0.03116786,	-12.45404916,	0.14452544,	0.14112465
1076739619.80990505,	-0.05277982,	-129.58176453,	0.06848153,	-0.04363498
1076742121.06053019,	0.01156598,	172.35254028,	0.08691170,	-0.08613868
1076744622.31115556,	-0.02717341,	-13.33420948,	0.11782214,	0.11464582
1076747123.56178093,	0.04042326,	20.78918673,	0.11389062,	0.10647551
1076749624.81240630,	0.07055600,	105.95277931,	0.07338205,	-0.02016869
1076752126.06303143,	-0.00544713,	-2.09417190,	0.14906480,	0.14896524
1076754627.31365681,	0.01777168,	85.47964863,	0.01782713,	0.00140501
1076757128.56428218,	0.02687195,	52.80429180,	0.03373435,	0.02039375
1076759629.81490755,	-0.09813710,	-85.86389773,	0.09839336,	0.00709671
1076762131.06553268,	0.04879420,	15.07881059,	0.18756365,	0.18110563
1076764632.31615806,	0.06658986,	50.29726647,	0.08655126,	0.05528934
1076767133.56678343,	-0.06932306,	-55.79204072,	0.08382449,	0.04712598
1076769634.81740880,	-0.00998284,	-175.06513363,	0.11604826,	-0.11561809
1076772136.06803393,	-0.10388301,	-86.71516211,	0.10405397,	0.00596228
1076774637.31865931,	-0.04539312,	-153.26336343,	0.10089823,	-0.09011059
1076777138.56928468,	0.00300184,	178.01263722,	0.08656045,	-0.08650839
1076779639.81991005,	0.03132840,	25.54002681,	0.07266383,	0.06556343
1076782141.07053518,	-0.02585545,	-135.50761552,	0.03689343,	-0.02631770
1076784642.32116055,	-0.06360950,	-155.31537009,	0.15231308,	-0.13839474
1076787143.57178593,	0.01299934,	152.07448846,	0.02775719,	-0.02452506
1076789644.82241130,	-0.05626599,	-112.31794666,	0.06082212,	-0.02309695
1076792146.07303643,	-0.09500247,	-91.52598263,	0.09503618,	-0.00253084
1076794647.32366180,	-0.05384274,	-51.78919625,	0.06852486,	0.04238650
1076797148.57428718,	0.00638233,	176.54859489,	0.10601539,	-0.10582310
1076799649.82491255,	-0.15827113,	-134.46882838,	0.22178266,	-0.15536344
1076802151.07553768,	-0.01585711,	-65.74734406,	0.01739208,	0.00714399
1076804652.32616305,	-0.08538469,	-60.08772553,	0.09850678,	0.04912272
1076807153.57678843,	-0.15754992,	-80.11062434,	0.15992623,	0.02746676
1076809654.82741380,	-0.00143038,	-178.97937732,	0.08030315,	-0.08029041
1076812156.07803893,	0.02657244,	10.35377099,	0.14785015,	0.14544268
1076814657.32866430,	0.03154149,	28.39729179,	0.06632179,	0.05834136
1076817158.57928967,	-0.05041702,	-142.67034865,	0.08314153,	-0.06611080
1076819659.82991505,	0.04584693,	147.41479268,	0.08512979,	-0.07172964
1076822161.08054018,	-0.00486845,	-177.80400658,	0.12705415,	-0.12696084
1076824662.33116555,	-0.00571872,	-127.02502695,	0.00716298,	-0.00431329
1076827163.58179092,	0.03320291,	161.84164555,	0.10654103,	-0.10123516
1076829664.83241630,	-0.01116859,	-163.03529180,	0.03827709,	-0.03661145
1076832166.08304143,	-0.05665606,	-43.09434432,	0.08292728,	0.06055596
1076834667.33366680,	-0.04554424,	-95.60735782,	0.04576323,	-0.00447156
1076837168.58429217,	-0.00082093,	-1.05062591,	0.04477208,	0.04476456
1076839669.83491754,	-0.07197018,	-40.06863044,	0.11180620,	0.08556237
1076842171.08554268,	-0.02795560,	-93.59309561,	0.02801066,	-0.00175544
1076844672.33616805,	0.05285596,	126.60377068,	0.06584130,	-0.03925970
1076847173.58679342,	-0.07729127,	-113.59180878,	0.08434045,	-0.03375457
1076849674.83741879,	0.01909260,	148.54209850,	0.03658485,	-0.03120775
1076852176.08804393,	-0.08670100,	-74.17435563,	0.09011678,	0.02457583
1076854677.33866930,	-0.04240581,	-77.85877703,	0.04337604,	0.00912294
1076857178.58929467,	-0.14994931,	-119.48765550,	0.17226410,	-0.08479460
1076859679.83992004,	0.07911870,	47.38748242,	0.10750565,	0.07278528
1076862181.09054518,	0.05993494,	119.46460945,	0.06883854,	-0.03386071
1076864682.34117055,	-0.03250887,	-67.72602089,	0.03513022,	0.01331562
1076867183.59179592,	-0.00639122,	-93.44974720,	0.00640282,	-0.00038528
1076869684.84242129,	-0.04028562,	-34.01924901,	0.07200657,	0.05968262
1076872186.09304643,	-0.07130141,	-121.52760141,	0.08364897,	-0.04374082
1076874687.34367180,	-0.03417100,	-20.05227316,	0.09965954,	0.09361820
1076877188.59429717,	-0.01061704,	-24.69845481,	0.02540919,	0.02308475
1076879689.84492254,	-0.01104524,	-22.54795223,	0.02880441,	0.02660257
1076882191.09554768,	-0.01283479,	-163.22797081,	0.04447809,	-0.04258601
1076884692.34617305,	0.01664049,	9.23985507,	0.10363527,	0.10229059
1076887193.59679842,	0.00304506,	12.14461577,	0.01447409,	0.01415015
1076889694.84742379,	-0.09683800,	-68.48905982,	0.10408799,	0.03816687
1076892196.09804893,	0.02130402,	10.70158724,	0.11472656,	0.11273120
1076894697.34867430,	-0.13410746,	-105.02764284,	0.13885622,	-0.03600334
1076897198.59929967,	-0.02551097,	-168.46924229,	0.12762254,	-0.12504680
1076899699.84992504,	-0.03681965,	-105.11555620,	0.03813920,	-0.00994543
1076902201.10055017,	-0.09004519,	-132.03233365,	0.12122938,	-0.08116911
1076904702.35117555,	-0.06802113,	-95.55707200,	0.06834232,	-0.00661808
1076907203.60180092,	-0.07922347,	-100.75792816,	0.08064076,	-0.01505240
1076909704.85242629,	-0.01394011,	-148.53360007,	0.02670526,	-0.02277816
1076912206.10305142,	-0.08773179,	-48.20303422,	0.11768002,	0.07843291
1076914707.35367680,	-0.06603020,	-44.14153556,	0.09481196,	0.06803911
1076917208.60430217,	0.04760388,	50.53118619,	0.06166539,	0.03919811
1076919709.85492754,	0.05020241,	79.75966786,	0.05101504,	0.00906933
1076922211.10555267,	0.08618211,	56.96815407,	0.10279751,	0.05603544
1076924712.35617804,	-0.09017318,	-144.38603845,	0.15485131,	-0.12588775
1076927213.60680342,	-0.08776403,	-111.53000493,	0.09434705,	-0.03462427
1076929714.85742879,	-0.12841256,	-116.70374445,	0.14374400,	-0.06459530
1076932216.10805392,	-0.14296176,	-90.80410444,	0.14297584,	-0.00200650
1076934717.35867929,	-0.09252802,	-123.95316537,	0.11154749,	-0.06230095
1076937218.60930467,	0.02658362,	167.46585323,	0.12249305,	-0.11957365
1076939719.85993004,	0.04738480,	41.76654287,	0.07113798,	0.05305934
1076942221.11055517,	-0.00155040,	-4.75523489,	0.01870216,	0.01863778
1076944722.36118054,	-0.06635959,	-147.52897618,	0.12360389,	-0.10428004
1076947223.61180592,	-0.12867492,	-120.04316982,	0.14864571,	-0.07441983
1076949724.86243129,	-0.14038692,	-108.62188580,	0.14814271,	-0.04730513
1076952226.11305642,	0.06099990,	107.53683938,	0.06397316,	-0.01927632
1076954727.36368179,	-0.12575856,	-113.79088211,	0.13743746,	-0.05544223
1076957228.61430716,	0.10675357,	135.84244646,	0.15324201,	-0.10993994
1076959729.86493254,	-0.07128780,	-136.60478774,	0.10376276,	-0.07539735
1076962231.11555767,	-0.00622448,	-101.12248163,	0.00634363,	-0.00122373
1076964732.36618304,	0.04131216,	128.93604371,	0.05311084,	-0.03337764
1076967233.61680841,	0.03042570,	150.51534283,	0.06181693,	-0.05381086
1076969734.86743379,	-0.12192391,	-116.83510176,	0.13663860,	-0.06168198
1076972236.11805892,	-0.02227130,	-47.40822964,	0.03025193,	0.02047361
1076974737.36868429,	0.05966813,	146.27648523,	0.10747416,	-0.08938909
1076977238.61930966,	-0.02126229,	-54.67668302,	0.02605984,	0.01506753
1076979739.86993504,	-0.09021541,	-111.77809026,	0.09714917,	-0.03604358
1076982241.12056017,	0.05395398,	53.63301804,	0.06700396,	0.03973033
1076984742.37118554,	0.01023189,	168.08095861,	0.04954208,	-0.04847397
1076987243.62181091,	-0.03685919,	-29.82729155,	0.07410562,	0.06428875
1076989744.87243628,	0.03423713,	146.22719377,	0.06158852,	-0.05119536
1076992246.12306142,	-0.08378024,	-47.44485212,	0.11373500,	0.07691893
1076994747.37368679,	-0.05650311,	-53.78618473,	0.07003204,	0.04137495
1076997248.62431216,	0.00774969,	28.58346900,	0.01619789,	0.01422371
1076999749.87493753,	0.02130930,	166.61935997,	0.09208095,	-0.08958133
1077002251.12556267,	0.00199046,	175.51829306,	0.02547273,	-0.02539484
1077004752.37618804,	-0.06165711,	-73.58636299,	0.06427659,	0.01816262
1077007253.62681341,	-0.05251509,	-98.79247036,	0.05313956,	-0.00812270
1077009754.87743878,	-0.00326979,	-174.90806245,	0.03684103,	-0.03669564
1077012256.12806392,	0.00211705,	168.45549623,	0.01057841,	-0.01036441
1077014757.37868929,	-0.05971551,	-51.25746049,	0.07656169,	0.04791398
1077017258.62931466,	0.00285689,	174.42811294,	0.02942378,	-0.02928476
1077019759.87994003,	0.04620544,	30.21081950,	0.09182628,	0.07935442
1077022261.13056517,	0.12981834,	78.86762683,	0.13230788,	0.02554553
1077024762.38119054,	-0.02235733,	-32.77203989,	0.04130319,	0.03472899
1077027263.63181591,	-0.01894740,	-33.16711626,	0.03463350,	0.02899096
1077029764.88244128,	-0.04861908,	-142.46360169,	0.07979952,	-0.06327834
1077032266.13306642,	-0.11900169,	-63.75945455,	0.13267436,	0.05866073
1077034767.38369179,	-0.05112558,	-76.99752424,	0.05247091,	0.01180560
1077037268.63431716,	-0.02501466,	-134.29769091,	0.03495031,	-0.02440882
1077039769.88494253,	-0.09386801,	-150.76995861,	0.19222750,	-0.16775043
1077042271.13556766,	0.07075667,	42.82660324,	0.10408730,	0.07633912
1077044772.38619304,	-0.12605882,	-67.57775025,	0.13636855,	0.05201497
1077047273.63681841,	-0.03106768,	-20.69755524,	0.08790213,	0.08222885
1077049774.88744378,	0.03938322,	114.61016447,	0.04331814,	-0.01803950
1077052276.13806915,	0.08056439,	133.34010911,	0.11077303,	-0.07602660
1077054777.38869429,	0.04796047,	32.84369840,	0.08843099,	0.07429558
1077057278.63931966,	-0.02903948,	-106.99097585,	0.03036488,	-0.00887326
1077059779.88994503,	-0.10655826,	-117.77961140,	0.12043926,	-0.05613334
1077062281.14057040,	-0.03664886,	-33.15483556,	0.06701157,	0.05610180
1077064782.39119554,	-0.12592848,	-96.89142886,	0.12684489,	-0.01521991
1077067283.64182091,	0.05154692,	156.48282678,	0.12918254,	-0.11845271
