Frequency,	Imag,	phase,	LinMag,	Real
1066005706.17708850,	0.02818334,	126.28075400,	0.03496140,	-0.02068815
1066008207.42771387,	0.04278998,	37.57651833,	0.07016817,	0.05561106
1066010708.67833912,	0.00637119,	5.44894884,	0.06709422,	0.06679104
1066013209.92896450,	0.09232771,	70.53538181,	0.09792433,	0.03263080
1066015711.17958975,	0.06844757,	64.18855268,	0.07603327,	0.03310572
1066018212.43021512,	0.02134486,	46.53127210,	0.02941076,	0.02023338
1066020713.68084037,	0.02238397,	16.13468913,	0.08054793,	0.07737523
1066023214.93146574,	0.08326797,	45.17368511,	0.11740334,	0.08276466
1066025716.18209100,	0.09743504,	68.81991757,	0.10449364,	0.03775360
1066028217.43271637,	0.00429610,	2.78808643,	0.08832058,	0.08821604
1066030718.68334162,	0.03887390,	27.39328538,	0.08449089,	0.07501687
1066033219.93396699,	0.04045722,	19.16591725,	0.12323065,	0.11640020
1066035721.18459225,	0.09801725,	99.66971416,	0.09942991,	-0.01670108
1066038222.43521762,	-0.00801962,	-5.62349189,	0.08184039,	0.08144651
1066040723.68584287,	0.09046031,	44.78153117,	0.12842080,	0.09115280
1066043224.93646824,	0.11659347,	48.57713857,	0.15548965,	0.10287368
1066045726.18709350,	0.04520628,	86.25545014,	0.04530300,	0.00295866
1066048227.43771887,	0.04885529,	17.63662766,	0.16124965,	0.15367046
1066050728.68834412,	0.06988775,	45.57984571,	0.09785096,	0.06848732
1066053229.93896949,	0.08252666,	47.95072380,	0.11113668,	0.07443596
1066055731.18959475,	0.05692200,	123.11787088,	0.06796264,	-0.03713229
1066058232.44022012,	0.05585106,	56.51065341,	0.06696863,	0.03695208
1066060733.69084537,	0.13154751,	81.59769728,	0.13297480,	0.01943065
1066063234.94147074,	0.05723894,	113.86946589,	0.06259250,	-0.02532832
1066065736.19209599,	0.01412428,	9.17701756,	0.08856170,	0.08742814
1066068237.44272137,	0.09057019,	97.49640084,	0.09135096,	-0.01191800
1066070738.69334662,	0.08956885,	81.90002399,	0.09047142,	0.01274750
1066073239.94397199,	0.11456387,	84.15419971,	0.11516277,	0.01172950
1066075741.19459724,	0.07379854,	35.94373673,	0.12572356,	0.10178501
1066078242.44522262,	0.11452202,	95.06295023,	0.11497060,	-0.01014618
1066080743.69584787,	0.07953402,	56.22692004,	0.09568051,	0.05318929
1066083244.94647324,	0.11426002,	85.33942646,	0.11463907,	0.00931473
1066085746.19709849,	0.15509789,	93.41579685,	0.15537392,	-0.00925743
1066088247.44772387,	0.10771196,	77.78666437,	0.11020630,	0.02331439
1066090748.69834912,	0.11822082,	50.74781816,	0.15266738,	0.09659797
1066093249.94897449,	0.00691619,	51.17836874,	0.00887714,	0.00556506
1066095751.19959974,	0.11378975,	74.87702151,	0.11787188,	0.03075179
1066098252.45022511,	0.05462182,	116.01253437,	0.06077883,	-0.02665564
1066100753.70085037,	0.13220844,	61.51532048,	0.15041725,	0.07173756
1066103254.95147574,	0.20232852,	80.44118904,	0.20517727,	0.03407171
1066105756.20210099,	0.07274147,	40.60273172,	0.11177060,	0.08486074
1066108257.45272636,	0.12892032,	55.15480032,	0.15708604,	0.08975287
1066110758.70335162,	0.02096635,	104.23175168,	0.02163019,	-0.00531767
1066113259.95397699,	0.09036846,	59.33692096,	0.10505748,	0.05357813
1066115761.20460224,	0.09256241,	51.46264522,	0.11833567,	0.07372605
1066118262.45522761,	0.06805402,	48.79737245,	0.09045110,	0.05958230
1066120763.70585299,	0.05844518,	63.00238611,	0.06559316,	0.02977624
1066123264.95647824,	0.07037302,	75.84276494,	0.07257733,	0.01775123
1066125766.20710361,	0.04859019,	24.92163981,	0.11531249,	0.10457516
1066128267.45772886,	0.16011399,	82.05247497,	0.16166678,	0.02235303
1066130768.70835423,	0.09450059,	52.22078987,	0.11956389,	0.07324727
1066133269.95897949,	0.16175982,	66.34952351,	0.17659183,	0.07084090
1066135771.20960486,	0.09832426,	45.41542870,	0.13805417,	0.09690868
1066138272.46023011,	0.11251442,	87.17039283,	0.11265177,	0.00556115
1066140773.71085548,	0.08815435,	49.19742845,	0.11645752,	0.07609970
1066143274.96148074,	0.11933945,	39.89646964,	0.18606020,	0.14274625
1066145776.21210611,	0.05116044,	91.44965434,	0.05117682,	-0.00129470
1066148277.46273136,	0.04181622,	53.23060567,	0.05220168,	0.03124771
1066150778.71335673,	0.15898761,	67.76830722,	0.17175568,	0.06498425
1066153279.96398199,	0.04174973,	17.40595172,	0.13956589,	0.13317506
1066155781.21460736,	0.12840165,	47.04543090,	0.17543744,	0.11954627
1066158282.46523261,	0.15769863,	49.66822899,	0.20686954,	0.13388857
1066160783.71585798,	0.13701074,	63.04130126,	0.15371433,	0.06968610
1066163284.96648324,	0.10812437,	54.73454692,	0.13242650,	0.07645848
1066165786.21710861,	0.08845481,	69.72814519,	0.09429554,	0.03267104
1066168287.46773386,	0.02479531,	50.53215483,	0.03211906,	0.02041632
1066170788.71835923,	0.02602104,	23.32275289,	0.06572460,	0.06035419
1066173289.96898448,	0.14033666,	46.61024985,	0.19311563,	0.13266224
1066175791.21960986,	0.08006807,	41.53278594,	0.12075748,	0.09039620
1066178292.47023511,	0.13634527,	67.75391059,	0.14731010,	0.05576946
1066180793.72086048,	0.16366738,	74.14547692,	0.17013976,	0.04648146
1066183294.97148573,	0.10068537,	32.86232607,	0.18555333,	0.15586050
1066185796.22211111,	0.05790363,	33.18439713,	0.10579188,	0.08853864
1066188297.47273636,	0.11197105,	75.16724376,	0.11583086,	0.02965252
1066190798.72336173,	0.11150960,	100.34349680,	0.11335168,	-0.02035219
1066193299.97398698,	0.02877743,	22.60138800,	0.07487927,	0.06912861
1066195801.22461235,	0.11231649,	79.17637934,	0.11435080,	0.02147351
1066198302.47523761,	0.09364124,	58.15372703,	0.11023531,	0.05816478
1066200803.72586298,	0.07046346,	38.35450595,	0.11355454,	0.08904792
1066203304.97648823,	0.12129936,	52.07617331,	0.15377151,	0.09451001
1066205806.22711360,	0.10320551,	55.94132958,	0.12457445,	0.06976686
1066208307.47773886,	0.12803052,	62.72595354,	0.14404471,	0.06600805
1066210808.72836423,	0.11191484,	65.72714415,	0.12276774,	0.05046767
1066213309.97898948,	0.12858380,	85.45241057,	0.12898989,	0.01022723
1066215811.22961485,	0.14715238,	72.32380966,	0.15444403,	0.04689495
1066218312.48024011,	0.15993938,	52.52229132,	0.20153902,	0.12262697
1066220813.73086548,	0.14246987,	42.03626987,	0.21276833,	0.15802753
1066223314.98149073,	0.05943336,	31.75517806,	0.11292876,	0.09602385
1066225816.23211610,	0.09250082,	37.84666252,	0.15076321,	0.11905101
1066228317.48274136,	0.13786811,	50.40698736,	0.17891217,	0.11402610
1066230818.73336673,	0.09184982,	58.62108942,	0.10758492,	0.05601897
1066233319.98399198,	0.08685686,	42.89763289,	0.12760108,	0.09347685
1066235821.23461735,	0.16517514,	54.10783450,	0.20388926,	0.11953244
1066238322.48524260,	0.14219490,	59.45796513,	0.16510167,	0.08389977
1066240823.73586798,	0.18160839,	60.06396708,	0.20956836,	0.10458149
1066243324.98649323,	0.04623859,	39.33739474,	0.07294468,	0.05641736
1066245826.23711860,	0.12570873,	50.38744522,	0.16317893,	0.10404171
1066248327.48774385,	0.04979613,	20.70683267,	0.14083159,	0.13173413
1066250828.73836923,	0.04556546,	15.60616063,	0.16937359,	0.16312940
1066253329.98899448,	0.07479281,	33.33461681,	0.13610380,	0.11371139
1066255831.23961985,	0.20407459,	72.08562828,	0.21447282,	0.06597083
1066258332.49024510,	0.12931263,	88.95497569,	0.12933415,	0.00235881
1066260833.74087048,	0.14921239,	55.07487196,	0.18198833,	0.10418932
1066263334.99149573,	0.02284411,	12.11280837,	0.10886592,	0.10644217
1066265836.24212110,	0.07880069,	44.58858647,	0.11224990,	0.07994055
1066268337.49274635,	0.18199597,	60.64390513,	0.20880922,	0.10236580
1066270838.74337172,	0.10131883,	64.99374549,	0.11179865,	0.04725921
1066273339.99399698,	0.11917016,	60.72912500,	0.13661322,	0.06679554
1066275841.24462235,	0.06106224,	23.76489593,	0.15152497,	0.13867667
1066278342.49524760,	0.15246020,	66.63607644,	0.16607784,	0.06586148
1066280843.74587297,	0.13331661,	34.91400032,	0.23292999,	0.19100539
1066283344.99649823,	0.09843331,	48.35703827,	0.13171859,	0.08752526
1066285846.24712360,	0.19639541,	72.36185825,	0.20608357,	0.06244422
1066288347.49774885,	0.09621596,	31.54446561,	0.18391303,	0.15673701
1066290848.74837422,	0.15957531,	46.48348728,	0.22005047,	0.15151875
1066293349.99899948,	0.11414806,	45.40256996,	0.16030735,	0.11255518
1066295851.24962485,	0.12492006,	48.62900411,	0.16646115,	0.11001951
1066298352.50025010,	0.11069757,	31.67228045,	0.21082844,	0.17942876
1066300853.75087547,	0.16334109,	49.15455877,	0.21592352,	0.14121847
1066303355.00150073,	0.14525367,	46.90305025,	0.19892350,	0.13591148
1066305856.25212610,	0.09547564,	42.14611998,	0.14228357,	0.10549416
1066308357.50275135,	0.13724118,	45.22336872,	0.19333609,	0.13617526
1066310858.75337672,	0.15960498,	55.52691147,	0.19360323,	0.10958312
1066313360.00400197,	0.13031924,	52.53600528,	0.16418467,	0.09986742
1066315861.25462735,	0.12839247,	32.64861881,	0.23799061,	0.20038688
1066318362.50525260,	0.11401444,	32.68991527,	0.21110181,	0.17766452
1066320863.75587797,	0.12708791,	43.63343768,	0.18417415,	0.13329959
1066323365.00650322,	0.06319358,	38.29561431,	0.10197135,	0.08002955
1066325866.25712860,	0.07721983,	42.91817568,	0.11339961,	0.08304559
1066328367.50775385,	0.13324839,	40.88036575,	0.20359374,	0.15393271
1066330868.75837922,	0.13081503,	31.07350964,	0.25345002,	0.21708141
1066333370.00900447,	0.13930906,	57.33469515,	0.16548208,	0.08931575
1066335871.25962985,	0.13135988,	35.78952816,	0.22461997,	0.18220514
1066338372.51025510,	0.13771532,	61.03254959,	0.15740783,	0.07623461
1066340873.76088047,	0.07265181,	28.40189690,	0.15274110,	0.13435608
1066343375.01150572,	0.07877142,	29.08988632,	0.16202072,	0.14158311
1066345876.26213109,	0.10178518,	33.45136936,	0.18465134,	0.15406458
1066348377.51275635,	0.15012427,	60.77337597,	0.17202369,	0.08399319
1066350878.76338172,	0.09496894,	32.39070480,	0.17728345,	0.14970078
1066353380.01400697,	0.14648201,	47.72651436,	0.19796405,	0.13316451
1066355881.26463234,	0.19674742,	45.77735957,	0.27454339,	0.19147983
1066358382.51525760,	0.16681138,	59.63037698,	0.19334132,	0.09774881
1066360883.76588297,	0.19596927,	65.18913416,	0.21589701,	0.09059562
1066363385.01650822,	0.15937254,	45.67002314,	0.22279669,	0.15568802
1066365886.26713359,	0.17220052,	41.53460687,	0.25970096,	0.19440055
1066368387.51775885,	0.04640000,	11.68339149,	0.22913189,	0.22438464
1066370888.76838422,	0.11512168,	45.51389871,	0.16136583,	0.11307488
1066373390.01900947,	0.14025062,	32.18448336,	0.26330872,	0.22284803
1066375891.26963484,	0.12260577,	42.79484565,	0.18046840,	0.13242608
1066378392.52026010,	0.13871348,	38.83435030,	0.22120859,	0.17231312
1066380893.77088547,	0.13240467,	36.55605340,	0.22230135,	0.17856902
1066383395.02151072,	0.13275766,	38.53948455,	0.21307576,	0.16666338
1066385896.27213609,	0.15749152,	38.52432517,	0.25285754,	0.19782153
1066388397.52276134,	0.02503229,	26.08526764,	0.05692933,	0.05113054
1066390898.77338672,	0.22682355,	53.26639783,	0.28302530,	0.16927609
1066393400.02401197,	0.15335298,	58.35606284,	0.18013450,	0.09450556
1066395901.27463734,	0.21325700,	49.66433059,	0.27976734,	0.18108346
1066398402.52526259,	0.18326487,	50.90552744,	0.23613343,	0.14890596
1066400903.77588797,	0.09896837,	44.90091043,	0.14020510,	0.09931128
1066403405.02651322,	0.15288720,	39.97876676,	0.23795536,	0.18234105
1066405906.27713859,	0.11058324,	24.85316919,	0.26310906,	0.23874196
1066408407.52776384,	0.08775718,	30.29238056,	0.17397889,	0.15022427
1066410908.77838922,	0.09955233,	27.62433484,	0.21470404,	0.19022922
1066413410.02901447,	0.13774996,	34.74870567,	0.24167583,	0.19857532
1066415911.27963984,	0.19207829,	35.58538473,	0.33007933,	0.26843676
1066418412.53026509,	0.12630092,	35.21743242,	0.21901352,	0.17892736
1066420913.78089046,	0.15694751,	45.66574069,	0.21942261,	0.15334198
1066423415.03151572,	0.15369825,	36.49590454,	0.25841831,	0.20774232
1066425916.28214109,	0.20334508,	38.29452737,	0.32813255,	0.25753009
1066428417.53276634,	0.26875544,	43.75273708,	0.38862900,	0.28071874
1066430918.78339171,	0.12832415,	31.07014205,	0.24864827,	0.21297623
1066433420.03401697,	0.13259001,	27.04601305,	0.29159510,	0.25970674
1066435921.28464234,	0.23260279,	53.69474158,	0.28863421,	0.17089660
1066438422.53526759,	0.21360803,	34.32781218,	0.37878667,	0.31281137
1066440923.78589296,	0.16987763,	40.96370714,	0.25912538,	0.19567205
1066443425.03651822,	0.11189618,	26.54909647,	0.25034690,	0.22394824
1066445926.28714359,	0.21686374,	42.68351454,	0.31988246,	0.23514870
1066448427.53776884,	0.18859608,	34.64757125,	0.33172759,	0.27290055
1066450928.78839421,	0.16076109,	40.18340175,	0.24915068,	0.19034688
1066453430.03901947,	0.17092578,	36.57724690,	0.28683345,	0.23034281
1066455931.28964484,	0.15341273,	30.59674829,	0.30140466,	0.25944036
1066458432.54027009,	0.15951523,	33.75052878,	0.28711587,	0.23872665
1066460933.79089546,	0.22083558,	32.16664687,	0.41480538,	0.35113409
1066463435.04152071,	0.08868660,	18.71881927,	0.27634759,	0.26173016
1066465936.29214609,	0.17370147,	37.72821734,	0.28386459,	0.22451483
1066468437.54277134,	0.13730802,	27.07936624,	0.30162718,	0.26856184
1066470938.79339671,	0.14448242,	24.63805804,	0.34657649,	0.31502396
1066473440.04402196,	0.20495661,	33.56217735,	0.37073297,	0.30892673
1066475941.29464734,	0.12734711,	22.04741547,	0.33925416,	0.31444570
1066478442.54527259,	0.13102961,	24.18035715,	0.31988845,	0.29182163
1066480943.79589796,	0.11385220,	20.60661121,	0.32349003,	0.30279279
1066483445.04652321,	0.18552446,	28.55951647,	0.38806854,	0.34084874
1066485946.29714858,	0.12580866,	22.93983701,	0.32278134,	0.29725406
1066488447.54777384,	0.15557902,	27.10103562,	0.34151083,	0.30401450
1066490948.79839921,	0.09548968,	14.69029746,	0.37654529,	0.36423630
1066493450.04902446,	0.18955959,	25.36802079,	0.44245082,	0.39978731
1066495951.29964983,	0.13101065,	20.93361449,	0.36668284,	0.34247994
1066498452.55027509,	0.12681997,	21.59375565,	0.34459774,	0.32041270
1066500953.80090046,	0.09996551,	14.73399251,	0.39305163,	0.38012692
1066503455.05152571,	0.15849668,	22.31152105,	0.41748963,	0.38623360
1066505956.30215108,	0.07689739,	11.47797042,	0.38643623,	0.37870800
1066508457.55277634,	0.13603024,	19.30541156,	0.41146034,	0.38832381
1066510958.80340171,	0.05808262,	8.41428115,	0.39693006,	0.39265746
1066513460.05402696,	0.10148603,	14.68693462,	0.40028038,	0.38720146
1066515961.30465233,	0.06418046,	9.05031133,	0.40800868,	0.40292922
1066518462.55527759,	0.04467462,	5.96777569,	0.42969129,	0.42736259
1066520963.80590296,	0.19328125,	22.46312916,	0.50585424,	0.46747285
1066523465.05652821,	0.11849828,	14.08194696,	0.48702712,	0.47239134
1066525966.30715358,	-0.01224016,	-1.50940650,	0.46467972,	0.46451849
1066528467.55777884,	0.09083415,	11.40305113,	0.45943229,	0.45036340
1066530968.80840421,	0.07654240,	8.26966752,	0.53216410,	0.52663070
1066533470.05902946,	-0.05959578,	-7.54771207,	0.45371135,	0.44978032
1066535971.30965483,	0.08450337,	10.05100446,	0.48419123,	0.47676024
1066538472.56028008,	-0.00461738,	-0.51738516,	0.51134054,	0.51131970
1066540973.81090546,	-0.05057841,	-6.64130314,	0.43732818,	0.43439355
1066543475.06153071,	0.03744785,	4.07870942,	0.52649425,	0.52516079
1066545976.31215608,	-0.01787415,	-1.83739716,	0.55746739,	0.55718076
1066548477.56278133,	-0.00686720,	-0.81518651,	0.48268107,	0.48263222
1066550978.81340671,	0.00616211,	0.62310574,	0.56662888,	0.56659538
1066553480.06403196,	-0.05590609,	-6.77898924,	0.47362058,	0.47030944
1066555981.31465733,	0.02114725,	2.27218778,	0.53339165,	0.53297228
1066558482.56528258,	-0.05063161,	-5.86025594,	0.49588993,	0.49329835
1066560983.81590795,	-0.07870498,	-8.65983116,	0.52272126,	0.51676208
1066563485.06653321,	-0.13299733,	-15.92016197,	0.48486505,	0.46626797
1066565986.31715858,	-0.05172997,	-5.69435562,	0.52135730,	0.51878458
1066568487.56778383,	-0.18988737,	-18.33110475,	0.60376040,	0.57312250
1066570988.81840920,	-0.16494469,	-20.09606634,	0.48005526,	0.45082846
1066573490.06903458,	-0.16408902,	-16.86804384,	0.56549566,	0.54116553
1066575991.31965983,	-0.20288584,	-24.31624846,	0.49271305,	0.44900277
1066578492.57028520,	-0.20206261,	-24.71599606,	0.48326382,	0.43899274
1066580993.82091045,	-0.22591291,	-22.22989920,	0.59714155,	0.55275798
1066583495.07153583,	-0.15066873,	-16.34115468,	0.53550910,	0.51387638
1066585996.32216108,	-0.30150849,	-32.05731557,	0.56806149,	0.48144209
1066588497.57278645,	-0.24856079,	-27.13439128,	0.54499483,	0.48501226
1066590998.82341170,	-0.26012662,	-34.75138855,	0.45634914,	0.37495157
1066593500.07403707,	-0.37740943,	-35.83075163,	0.64471132,	0.52269953
1066596001.32466233,	-0.29406944,	-35.19055632,	0.51027356,	0.41701591
1066598502.57528770,	-0.27520064,	-30.84901807,	0.53668621,	0.46075666
1066601003.82591295,	-0.19216445,	-21.15165653,	0.53255079,	0.49667209
1066603505.07653832,	-0.32634559,	-37.95036923,	0.53066166,	0.41844994
1066606006.32716358,	-0.37083024,	-44.32103524,	0.53075987,	0.37972486
1066608507.57778895,	-0.31694472,	-39.65639607,	0.49663681,	0.38235345
1066611008.82841420,	-0.31895176,	-39.81830031,	0.49808579,	0.38256925
1066613510.07903957,	-0.31781322,	-41.49292586,	0.47969810,	0.35931188
1066616011.32966483,	-0.30819190,	-40.14767822,	0.47799480,	0.36537212
1066618512.58029020,	-0.31482017,	-39.92120872,	0.49057769,	0.37623760
1066621013.83091545,	-0.28819698,	-44.42563677,	0.41172000,	0.29403377
1066623515.08154082,	-0.42824632,	-52.24473719,	0.54164971,	0.33164665
1066626016.33216608,	-0.27237558,	-45.00483701,	0.38516473,	0.27232960
1066628517.58279145,	-0.38553950,	-45.95042639,	0.53641137,	0.37295637
1066631018.83341670,	-0.30155188,	-43.63542419,	0.43698918,	0.31626889
1066633520.08404207,	-0.34703982,	-53.08204730,	0.43407298,	0.26073495
1066636021.33466732,	-0.33529931,	-51.48415196,	0.42853261,	0.26686057
1066638522.58529270,	-0.34287524,	-50.96582245,	0.44141130,	0.27799371
1066641023.83591795,	-0.29521635,	-48.59187598,	0.39361273,	0.26034263
1066643525.08654332,	-0.29957181,	-51.80309644,	0.38118782,	0.23571356
1066646026.33716857,	-0.29538134,	-43.86670185,	0.42624618,	0.30730388
1066648527.58779395,	-0.43694451,	-64.32471121,	0.48481303,	0.21005514
1066651028.83841920,	-0.43878210,	-59.29316583,	0.51033554,	0.26060054
1066653530.08904457,	-0.35163134,	-49.73515793,	0.46081436,	0.29783431
1066656031.33966982,	-0.36585680,	-67.81108568,	0.39511777,	0.14922082
1066658532.59029520,	-0.36886552,	-57.83696341,	0.43573479,	0.23195481
1066661033.84092045,	-0.39577794,	-60.68393746,	0.45390916,	0.22224614
1066663535.09154582,	-0.32012385,	-55.68714673,	0.38757235,	0.21847893
1066666036.34217107,	-0.27338737,	-55.28038301,	0.33260865,	0.18944091
1066668537.59279644,	-0.29079065,	-49.58291391,	0.38194333,	0.24763180
1066671038.84342170,	-0.42882600,	-72.24138757,	0.45028196,	0.13733935
1066673540.09404707,	-0.34403032,	-64.33091511,	0.38169995,	0.16534205
1066676041.34467232,	-0.34741372,	-61.41506225,	0.39563859,	0.18929765
1066678542.59529769,	-0.27402055,	-58.63012638,	0.32093306,	0.16706516
1066681043.84592295,	-0.29237664,	-69.69066475,	0.31175788,	0.10820756
1066683545.09654832,	-0.39903814,	-71.99865160,	0.41957673,	0.12966573
1066686046.34717357,	-0.35275361,	-65.78715327,	0.38677929,	0.15862884
1066688547.59779894,	-0.32884681,	-67.49519114,	0.35595360,	0.13624515
1066691048.84842420,	-0.29481298,	-68.27273506,	0.31735929,	0.11748287
1066693550.09904957,	-0.37098327,	-67.81936589,	0.40063065,	0.15124922
1066696051.34967482,	-0.39414468,	-80.62651100,	0.39947867,	0.06506287
1066698552.60030019,	-0.31256375,	-70.44866173,	0.33168822,	0.11099991
1066701053.85092545,	-0.35629195,	-83.37682345,	0.35868575,	0.04137044
1066703555.10155082,	-0.36554590,	-81.62117152,	0.36948974,	0.05384111
1066706056.35217607,	-0.29226282,	-69.93253102,	0.31115317,	0.10676488
1066708557.60280144,	-0.28229204,	-67.97960639,	0.30450558,	0.11417028
1066711058.85342669,	-0.28573212,	-67.14665519,	0.31007218,	0.12042388
1066713560.10405207,	-0.28562436,	-68.94671913,	0.30605448,	0.10994577
1066716061.35467732,	-0.39512837,	-78.17106251,	0.40370138,	0.08275491
1066718562.60530269,	-0.31540716,	-79.82991162,	0.32044197,	0.05658073
1066721063.85592794,	-0.33536446,	-84.34957439,	0.33700191,	0.03318079
1066723565.10655332,	-0.34805092,	-77.50973080,	0.35648801,	0.07709902
1066726066.35717857,	-0.29535818,	-74.15783953,	0.30701959,	0.08381273
1066728567.60780394,	-0.29652295,	-78.82342452,	0.30225537,	0.05858715
1066731068.85842919,	-0.29409274,	-82.53674047,	0.29660548,	0.03852621
1066733570.10905457,	-0.21629877,	-71.71921248,	0.22779545,	0.07145353
1066736071.35967982,	-0.23864208,	-78.14453765,	0.24384351,	0.05009606
1066738572.61030519,	-0.29968634,	-86.56654060,	0.30022524,	0.01798028
1066741073.86093044,	-0.30288321,	-86.96416957,	0.30330887,	0.01606337
1066743575.11155581,	-0.27026713,	-75.95285739,	0.27859823,	0.06762141
1066746076.36218107,	-0.28282824,	-76.34291372,	0.29105753,	0.06872171
1066748577.61280644,	-0.27691227,	-91.63317207,	0.27702480,	-0.00789531
1066751078.86343169,	-0.27303088,	-88.86052133,	0.27308488,	0.00543066
1066753580.11405706,	-0.15880941,	-83.68834411,	0.15977788,	0.01756542
1066756081.36468232,	-0.30276394,	-85.78814876,	0.30358383,	0.02229656
1066758582.61530769,	-0.22536524,	-81.80377321,	0.22769096,	0.03246048
1066761083.86593294,	-0.20589848,	-100.09367288,	0.20913536,	-0.03665265
1066763585.11655831,	-0.20745063,	-84.81676261,	0.20830240,	0.01881829
1066766086.36718357,	-0.22198537,	-73.90417274,	0.23104238,	0.06405527
1066768587.61780894,	-0.26875880,	-104.24659385,	0.27728660,	-0.06823903
1066771088.86843419,	-0.24944799,	-69.22300899,	0.26679836,	0.09464179
1066773590.11905956,	-0.33807549,	-90.90646085,	0.33811780,	-0.00534905
1066776091.36968482,	-0.20353270,	-88.17714364,	0.20363575,	0.00647755
1066778592.62031019,	-0.32806432,	-88.43258807,	0.32818712,	0.00897693
1066781093.87093544,	-0.26012230,	-90.80801091,	0.26014817,	-0.00366861
1066783595.12156081,	-0.30343789,	-81.95939955,	0.30645054,	0.04286470
1066786096.37218606,	-0.20842786,	-93.07353864,	0.20872811,	-0.01119151
1066788597.62281144,	-0.25849777,	-86.52949488,	0.25897271,	0.01567684
1066791098.87343669,	-0.23656498,	-85.88434768,	0.23717661,	0.01702215
1066793600.12406206,	-0.25557891,	-72.33606847,	0.26822499,	0.08138839
1066796101.37468731,	-0.24847032,	-78.34925087,	0.25369731,	0.05123303
1066798602.62531269,	-0.27812779,	-88.58522906,	0.27821260,	0.00686904
1066801103.87593794,	-0.26182759,	-83.61794395,	0.26346031,	0.02928564
1066803605.12656331,	-0.20179644,	-84.47269904,	0.20273909,	0.01952784
1066806106.37718856,	-0.18671660,	-96.18488647,	0.18780976,	-0.02023408
1066808607.62781394,	-0.24628110,	-102.02327405,	0.25180493,	-0.05245323
1066811108.87843919,	-0.27226323,	-102.57607778,	0.27895601,	-0.06073870
1066813610.12906456,	-0.20326771,	-99.02644326,	0.20581653,	-0.03229062
1066816111.37968981,	-0.20189393,	-79.14864061,	0.20556974,	0.03870092
1066818612.63031518,	-0.18465330,	-82.20408844,	0.18637587,	0.02528093
1066821113.88094044,	-0.24858728,	-91.69479069,	0.24869607,	-0.00735528
1066823615.13156581,	-0.18925472,	-89.34080721,	0.18926724,	0.00217749
1066826116.38219106,	-0.19023477,	-90.38360531,	0.19023903,	-0.00127367
1066828617.63281643,	-0.20126361,	-82.92094824,	0.20280961,	0.02499398
1066831118.88344169,	-0.20221788,	-75.54490599,	0.20882864,	0.05212804
1066833620.13406706,	-0.21962944,	-95.71385906,	0.22072611,	-0.02197559
1066836121.38469231,	-0.21103230,	-92.06485155,	0.21116942,	-0.00760857
1066838622.63531768,	-0.27072436,	-84.05150737,	0.27218997,	0.02820824
1066841123.88594294,	-0.22014800,	-93.45612357,	0.22054912,	-0.01329562
1066843625.13656831,	-0.20012213,	-77.35429150,	0.20509730,	0.04490025
1066846126.38719356,	-0.14462058,	-99.67997753,	0.14670939,	-0.02466844
1066848627.63781893,	-0.11377606,	-116.38577019,	0.12700742,	-0.05644371
1066851128.88844418,	-0.22705737,	-98.50090424,	0.22957964,	-0.03393761
1066853630.13906956,	-0.22205091,	-81.36293434,	0.22459797,	0.03372899
1066856131.38969481,	-0.21528915,	-111.06181752,	0.23070157,	-0.08290838
1066858632.64032018,	-0.15921882,	-96.55697704,	0.16026716,	-0.01830110
1066861133.89094543,	-0.16098945,	-84.07158935,	0.16185509,	0.01671733
1066863635.14157081,	-0.19235268,	-110.88764741,	0.20588303,	-0.07340483
1066866136.39219606,	-0.18945809,	-102.30444413,	0.19391244,	-0.04132394
1066868637.64282143,	-0.23482445,	-85.65639508,	0.23550086,	0.01783627
1066871138.89344668,	-0.19153443,	-107.13731059,	0.20043341,	-0.05906024
1066873640.14407206,	-0.09022750,	-110.74453507,	0.09648256,	-0.03417430
1066876141.39469731,	-0.23394576,	-110.76574450,	0.25019925,	-0.08870764
1066878642.64532268,	-0.17011735,	-101.49204961,	0.17359757,	-0.03458618
1066881143.89594793,	-0.13723575,	-92.22307400,	0.13733911,	-0.00532742
1066883645.14657330,	-0.13279073,	-108.29818830,	0.13986284,	-0.04391168
1066886146.39719856,	-0.20272015,	-86.27373150,	0.20314962,	0.01320266
1066888647.64782393,	-0.14072609,	-112.85750684,	0.15271850,	-0.05932207
1066891148.89844918,	-0.16686657,	-73.06497137,	0.17443064,	0.05080939
1066893650.14907455,	-0.21055371,	-84.12422743,	0.21166576,	0.02166863
1066896151.39969981,	-0.04967893,	-142.49771546,	0.08160232,	-0.06473749
1066898652.65032518,	-0.17240365,	-67.47528082,	0.18664174,	0.07149909
1066901153.90095043,	-0.11544040,	-86.03892142,	0.11571682,	0.00799358
1066903655.15157580,	-0.11359917,	-58.18067018,	0.13369092,	0.07048754
1066906156.40220106,	-0.16222931,	-93.21367540,	0.16248484,	-0.00910887
1066908657.65282643,	-0.18302473,	-103.80627446,	0.18846998,	-0.04497644
1066911158.90345168,	-0.10648870,	-115.62500790,	0.11810506,	-0.05107800
1066913660.15407705,	-0.11793011,	-85.16030947,	0.11835207,	0.00998514
1066916161.40470231,	-0.10731433,	-124.51427898,	0.13023820,	-0.07379448
1066918662.65532768,	-0.13722031,	-90.64780973,	0.13722908,	-0.00155154
1066921163.90595293,	-0.11582551,	-122.85251054,	0.13787606,	-0.07479478
1066923665.15657830,	-0.14809561,	-110.64563875,	0.15825917,	-0.05580015
