Frequency,	Imag,	phase,	LinMag,	Real
1075228864.18659329,	-0.18313892,	-75.06431612,	0.18954247,	0.04885165
1075231365.43721867,	-0.15651605,	-79.37646108,	0.15924556,	0.02935774
1075233866.68784404,	-0.21799456,	-84.12869236,	0.21914415,	0.02241722
1075236367.93846917,	-0.19176644,	-100.04649882,	0.19475268,	-0.03397409
1075238869.18909454,	-0.14855585,	-98.22924271,	0.15010139,	-0.02148462
1075241370.43971992,	-0.19559991,	-110.31533793,	0.20857405,	-0.07241414
1075243871.69034529,	-0.04905426,	-89.73696287,	0.04905478,	0.00022520
1075246372.94097042,	-0.11556964,	-155.20469342,	0.27557410,	-0.25016943
1075248874.19159579,	-0.11186685,	-82.35105935,	0.11287116,	0.01502349
1075251375.44222116,	-0.12230246,	-125.27617736,	0.14981110,	-0.08651865
1075253876.69284654,	-0.22403395,	-98.06265128,	0.22627057,	-0.03173577
1075256377.94347167,	-0.14282872,	-120.73248413,	0.16616440,	-0.08491505
1075258879.19409704,	-0.29834086,	-98.40415342,	0.30157929,	-0.04407724
1075261380.44472241,	-0.11802877,	-65.62862574,	0.12957523,	0.05346914
1075263881.69534779,	-0.17000040,	-120.93871511,	0.19820088,	-0.10189922
1075266382.94597292,	-0.13109568,	-125.98401594,	0.16201034,	-0.09519072
1075268884.19659829,	-0.21483016,	-101.52018470,	0.21924702,	-0.04378651
1075271385.44722366,	-0.10225705,	-120.96571827,	0.11925364,	-0.06135899
1075273886.69784903,	-0.16543558,	-64.40382843,	0.18343792,	0.07924986
1075276387.94847417,	-0.11455818,	-101.18938349,	0.11677799,	-0.02266107
1075278889.19909954,	-0.15436044,	-103.42130986,	0.15869445,	-0.03683452
1075281390.44972491,	-0.08647344,	-94.26198541,	0.08671323,	-0.00644428
1075283891.70035028,	-0.10344706,	-152.79339838,	0.22626197,	-0.20122918
1075286392.95097542,	-0.14387938,	-117.55028135,	0.16228122,	-0.07505942
1075288894.20160079,	-0.27712759,	-108.22469612,	0.29176321,	-0.09124730
1075291395.45222616,	-0.25600320,	-82.14446291,	0.25842834,	0.03532091
1075293896.70285153,	-0.23083086,	-114.64334053,	0.25396143,	-0.10589390
1075296397.95347667,	-0.13386482,	-75.98082351,	0.13797443,	0.03342384
1075298899.20410204,	-0.20642023,	-105.90938926,	0.21464178,	-0.05883692
1075301400.45472741,	-0.08449339,	-139.19361096,	0.12929264,	-0.09786447
1075303901.70535278,	-0.07575415,	-132.31417848,	0.10244460,	-0.06896525
1075306402.95597792,	-0.10312110,	-97.75371582,	0.10407262,	-0.01404098
1075308904.20660329,	-0.21332195,	-90.67469401,	0.21333675,	-0.00251212
1075311405.45722866,	-0.07472442,	-137.19260370,	0.10996389,	-0.08067414
1075313906.70785403,	-0.15807182,	-110.18329260,	0.16841347,	-0.05810678
1075316407.95847917,	-0.13075781,	-144.95825484,	0.22773238,	-0.18645222
1075318909.20910454,	-0.08109065,	-125.24006508,	0.09928556,	-0.05728813
1075321410.45972991,	-0.28421023,	-119.29096826,	0.32587446,	-0.15943244
1075323911.71035528,	-0.15253970,	-56.81327329,	0.18226946,	0.09976872
1075326412.96098042,	-0.18582211,	-104.80812846,	0.19220582,	-0.04912452
1075328914.21160579,	-0.01710142,	-158.81102270,	0.04731401,	-0.04411526
1075331415.46223116,	-0.09476872,	-127.38893251,	0.11927616,	-0.07242715
1075333916.71285653,	-0.08398043,	-145.37161145,	0.14778743,	-0.12160762
1075336417.96348166,	-0.16542421,	-85.58187546,	0.16591725,	0.01278134
1075338919.21410704,	-0.08394145,	-100.33488864,	0.08532578,	-0.01530755
1075341420.46473241,	-0.06414064,	-123.06867089,	0.07653857,	-0.04176280
1075343921.71535778,	-0.23686737,	-90.51577641,	0.23687697,	-0.00213234
1075346422.96598291,	-0.14341636,	-117.74479108,	0.16204690,	-0.07543835
1075348924.21660829,	-0.22268756,	-97.50996412,	0.22461427,	-0.02935677
1075351425.46723366,	-0.17266694,	-91.95681491,	0.17276769,	-0.00589936
1075353926.71785903,	-0.08946694,	-115.89880964,	0.09945558,	-0.04344052
1075356427.96848416,	-0.10576880,	-97.02901366,	0.10656974,	-0.01304115
1075358929.21910953,	-0.13601960,	-111.35783914,	0.14604970,	-0.05319007
1075361430.46973491,	-0.21291840,	-58.59499026,	0.24946350,	0.12999150
1075363931.72036028,	-0.12310109,	-79.55677390,	0.12517461,	0.02268929
1075366432.97098541,	-0.18804149,	-76.35464338,	0.19350321,	0.04564963
1075368934.22161078,	-0.28831133,	-115.47894062,	0.31937239,	-0.13738739
1075371435.47223616,	-0.20816901,	-105.46116943,	0.21598523,	-0.05757847
1075373936.72286153,	-0.14045322,	-115.04660915,	0.15503184,	-0.06563357
1075376437.97348666,	-0.04826251,	-82.73758257,	0.04865282,	0.00615040
1075378939.22411203,	-0.07909901,	-122.09670940,	0.09337046,	-0.04961239
1075381440.47473741,	-0.09102900,	-73.03757795,	0.09516922,	0.02776509
1075383941.72536278,	-0.17340988,	-116.99728381,	0.19461776,	-0.08834639
1075386442.97598791,	-0.16892292,	-125.81019141,	0.20830000,	-0.12187673
1075388944.22661328,	-0.17761350,	-115.52698992,	0.19682731,	-0.08482002
1075391445.47723865,	-0.01746248,	-151.05042942,	0.03607654,	-0.03156864
1075393946.72786403,	-0.00546653,	-2.32340267,	0.13484307,	0.13473222
1075396447.97848916,	-0.06586108,	-79.99511112,	0.06687810,	0.01161888
1075398949.22911453,	-0.05552340,	-147.71552132,	0.10395238,	-0.08788203
1075401450.47973990,	-0.07741445,	-111.24443112,	0.08305887,	-0.03009617
1075403951.73036528,	-0.00187260,	-2.56905939,	0.04177710,	0.04173511
1075406452.98099041,	-0.04905521,	-72.92391723,	0.05131751,	0.01506894
1075408954.23161578,	-0.24644151,	-109.36957467,	0.26122726,	-0.08663869
1075411455.48224115,	-0.16534267,	-93.74810815,	0.16569709,	-0.01083165
1075413956.73286653,	-0.09118345,	-109.14442697,	0.09652158,	-0.03165430
1075416457.98349166,	-0.07294630,	-135.29776052,	0.10370197,	-0.07370845
1075418959.23411703,	-0.14357805,	-120.20567213,	0.16613504,	-0.08358345
1075421460.48474240,	-0.05916818,	-88.39772210,	0.05919133,	0.00165507
1075423961.73536777,	-0.09999628,	-109.55248701,	0.10611540,	-0.03551367
1075426462.98599291,	-0.25211975,	-86.90754054,	0.25248743,	0.01362104
1075428964.23661828,	-0.16662656,	-118.47255813,	0.18955395,	-0.09036753
1075431465.48724365,	-0.17805603,	-113.24967888,	0.19379332,	-0.07649773
1075433966.73786902,	-0.16010642,	-78.74129083,	0.16324803,	0.03187245
1075436467.98849416,	-0.11498459,	-98.26176048,	0.11619043,	-0.01669607
1075438969.23911953,	-0.04814069,	-128.75598405,	0.06173315,	-0.03864525
1075441470.48974490,	-0.09198596,	-137.21926161,	0.13543388,	-0.09940282
1075443971.74037027,	-0.14571775,	-92.80373027,	0.14589239,	-0.00713630
1075446472.99099541,	-0.10999303,	-96.19501046,	0.11063913,	-0.01193938
1075448974.24162078,	-0.02243453,	-95.43503402,	0.02253585,	-0.00213453
1075451475.49224615,	-0.08204921,	-96.37271381,	0.08255935,	-0.00916373
1075453976.74287152,	-0.12879458,	-121.80362209,	0.15154811,	-0.07986730
1075456477.99349666,	-0.11347965,	-103.62390539,	0.11676509,	-0.02750374
1075458979.24412203,	-0.09153754,	-57.05276965,	0.10908081,	0.05932539
1075461480.49474740,	0.10159403,	128.13705263,	0.12916644,	-0.07976604
1075463981.74537277,	-0.10640760,	-119.07835706,	0.12175397,	-0.05917307
1075466482.99599791,	-0.04434783,	-154.56146117,	0.10324431,	-0.09323442
1075468984.24662328,	-0.09684932,	-112.72509370,	0.10500063,	-0.04056280
1075471485.49724865,	-0.15457404,	-122.71096004,	0.18370890,	-0.09927653
1075473986.74787402,	-0.06959242,	-82.14276080,	0.07025197,	0.00960381
1075476487.99849915,	-0.02156528,	-137.31268286,	0.03180733,	-0.02338045
1075478989.24912453,	-0.04906426,	-27.60618962,	0.10588073,	0.09382658
1075481490.49974990,	-0.07457323,	-38.66749531,	0.11935540,	0.09319091
1075483991.75037527,	-0.08438858,	-130.90775144,	0.11165984,	-0.07311967
1075486493.00100040,	-0.14034653,	-139.89096873,	0.21784679,	-0.16661355
1075488994.25162578,	-0.07303594,	-68.06497190,	0.07873578,	0.02941214
1075491495.50225115,	-0.02256246,	-164.57993765,	0.08485520,	-0.08180062
1075493996.75287652,	-0.02716926,	-164.54938085,	0.10198373,	-0.09829808
1075496498.00350165,	-0.11255351,	-134.32189853,	0.15732382,	-0.10992039
1075498999.25412703,	0.03231391,	162.08336131,	0.10504047,	-0.09994654
1075501500.50475240,	-0.03635856,	-113.24768409,	0.03957148,	-0.01561913
1075504001.75537777,	-0.09489334,	-116.66410005,	0.10618593,	-0.04765191
1075506503.00600290,	0.04191708,	47.49225593,	0.05686092,	0.03842035
1075509004.25662827,	-0.05921963,	-121.67910221,	0.06958806,	-0.03654496
1075511505.50725365,	0.03941732,	24.14014369,	0.09638196,	0.08795315
1075514006.75787902,	-0.02542375,	-150.81318968,	0.05213431,	-0.04551504
1075516508.00850415,	-0.03423413,	-36.26614028,	0.05787321,	0.04666189
1075519009.25912952,	-0.01500573,	-163.88482762,	0.05406126,	-0.05193696
1075521510.50975490,	-0.15113863,	-84.79356005,	0.15176478,	0.01377182
1075524011.76038027,	-0.01463829,	-166.87622618,	0.06447012,	-0.06278628
1075526513.01100540,	-0.02988365,	-151.72976481,	0.06309482,	-0.05556909
1075529014.26163077,	-0.02592035,	-68.72183968,	0.02781662,	0.01009454
1075531515.51225615,	-0.11135287,	-135.65921654,	0.15932030,	-0.11394515
1075534016.76288152,	0.01479918,	175.20353050,	0.17698888,	-0.17636907
1075536518.01350665,	-0.02951561,	-82.42702600,	0.02977532,	0.00392405
1075539019.26413202,	-0.11273678,	-120.98838800,	0.13150649,	-0.06770800
1075541520.51475739,	-0.13735291,	-91.31505983,	0.13738910,	-0.00315309
1075544021.76538277,	-0.02362956,	-164.81172320,	0.09019203,	-0.08704163
1075546523.01600790,	-0.04415992,	-116.95051839,	0.04954005,	-0.02245259
1075549024.26663327,	-0.10465555,	-109.48192437,	0.11101131,	-0.03702332
1075551525.51725864,	0.03142604,	166.04131359,	0.13027840,	-0.12643127
1075554026.76788402,	-0.06072192,	-148.06806599,	0.11480546,	-0.09743275
1075556528.01850915,	-0.05771784,	-135.18334067,	0.08188781,	-0.05808841
1075559029.26913452,	-0.08211069,	-63.52346316,	0.09173179,	0.04089690
1075561530.51975989,	-0.08026416,	-81.60547046,	0.08113340,	0.01184455
1075564031.77038526,	-0.09041338,	-86.37751674,	0.09059438,	0.00572395
1075566533.02101040,	-0.11009545,	-134.06069234,	0.15320749,	-0.10654355
1075569034.27163577,	-0.11167833,	-83.56756661,	0.11238584,	0.01259075
1075571535.52226114,	-0.06643785,	-156.48807274,	0.16653595,	-0.15270965
1075574036.77288651,	-0.12514170,	-78.55919808,	0.12767865,	0.02532575
1075576538.02351165,	-0.05287863,	-156.85832063,	0.13454911,	-0.12372273
1075579039.27413702,	-0.05211823,	-59.02319006,	0.06078809,	0.03128709
1075581540.52476239,	-0.03338400,	-18.71422961,	0.10404921,	0.09854819
1075584041.77538776,	-0.03279662,	-59.94010859,	0.03789317,	0.01898088
1075586543.02601290,	-0.02185225,	-29.35874847,	0.04457128,	0.03884686
1075589044.27663827,	0.02473521,	151.96205273,	0.05262182,	-0.04644594
1075591545.52726364,	0.04521952,	60.59862499,	0.05190475,	0.02548132
1075594046.77788901,	-0.07964187,	-63.93922188,	0.08865562,	0.03894857
1075596548.02851415,	-0.09041464,	-55.82132993,	0.10929017,	0.06139654
1075599049.27913952,	-0.03994106,	-99.37366198,	0.04048161,	-0.00659334
1075601550.52976489,	-0.07164098,	-51.20104104,	0.09192408,	0.05759868
1075604051.78039026,	-0.08653829,	-110.89157265,	0.09262794,	-0.03303118
1075606553.03101540,	-0.07589951,	-113.19346637,	0.08257304,	-0.03252033
1075609054.28164077,	-0.14035027,	-65.12752897,	0.15469921,	0.06506648
1075611555.53226614,	-0.04754267,	-146.04768595,	0.08512522,	-0.07061160
1075614056.78289151,	0.05601016,	155.98053555,	0.13760123,	-0.12568596
1075616558.03351665,	-0.02292600,	-19.41414389,	0.06897238,	0.06505065
1075619059.28414202,	0.09403514,	104.51825862,	0.09713694,	-0.02435111
1075621560.53476739,	-0.10281648,	-103.03701819,	0.10553674,	-0.02380703
1075624061.78539276,	0.02675721,	169.13902909,	0.14200342,	-0.13945976
1075626563.03601789,	-0.12633596,	-108.06836687,	0.13288911,	-0.04121577
1075629064.28664327,	-0.12984051,	-115.62375869,	0.14400270,	-0.06227536
1075631565.53726864,	-0.08968990,	-91.75883787,	0.08973218,	-0.00275412
1075634066.78789401,	-0.14161488,	-58.62193706,	0.16587391,	0.08636769
1075636568.03851914,	-0.05804390,	-128.98423238,	0.07467191,	-0.04697658
1075639069.28914452,	-0.14752254,	-105.98325417,	0.15345476,	-0.04225475
1075641570.53976989,	-0.04273168,	-154.45076951,	0.09907957,	-0.08939108
1075644071.79039526,	-0.10617085,	-127.01819919,	0.13297214,	-0.08005836
1075646573.04102039,	-0.11736615,	-77.58142625,	0.12017800,	0.02584451
1075649074.29164576,	-0.04252419,	-58.12168683,	0.05007726,	0.02644665
1075651575.54227114,	-0.01819654,	-163.22164212,	0.06303576,	-0.06035224
1075654076.79289651,	0.04711222,	59.09497126,	0.05490807,	0.02820170
1075656578.04352164,	-0.03646301,	-150.12456623,	0.07320185,	-0.06347409
1075659079.29414701,	-0.02668169,	-153.54196318,	0.05988587,	-0.05361348
1075661580.54477239,	-0.11001150,	-73.42558146,	0.11478063,	0.03274238
1075664081.79539776,	-0.03762210,	-163.98968994,	0.13640570,	-0.13111481
1075666583.04602289,	-0.02548380,	-142.79449894,	0.04214458,	-0.03356697
1075669084.29664826,	-0.11455055,	-79.47170771,	0.11651205,	0.02128920
1075671585.54727364,	-0.05721450,	-117.42684205,	0.06445980,	-0.02969119
1075674086.79789901,	-0.05846682,	-56.70474945,	0.06994870,	0.03839859
1075676588.04852438,	-0.08003809,	-79.43734320,	0.08141771,	0.01492474
1075679089.29914951,	-0.18292046,	-110.39690308,	0.19515661,	-0.06801625
1075681590.54977488,	-0.15210949,	-108.11183205,	0.16003918,	-0.04975181
1075684091.80040026,	-0.10393130,	-65.07132028,	0.11460907,	0.04830655
1075686593.05102563,	-0.11323237,	-144.70663325,	0.19598406,	-0.15996307
1075689094.30165076,	-0.14866711,	-76.54983347,	0.15285966,	0.03555509
1075691595.55227613,	0.04068254,	17.49106662,	0.13535711,	0.12909871
1075694096.80290151,	0.01940404,	161.27882324,	0.06045569,	-0.05725709
1075696598.05352688,	-0.22851942,	-107.64616415,	0.23980294,	-0.07269333
1075699099.30415201,	-0.10365523,	-83.97223717,	0.10423151,	0.01094539
1075701600.55477738,	-0.08580824,	-99.10371510,	0.08690291,	-0.01374996
1075704101.80540276,	-0.02660280,	-30.58509220,	0.05228358,	0.04500959
1075706603.05602813,	0.06275999,	100.61294584,	0.06385226,	-0.01175989
1075709104.30665326,	-0.16036351,	-72.40139881,	0.16823735,	0.05086599
1075711605.55727863,	-0.17899062,	-96.04021445,	0.17998987,	-0.01893970
1075714106.80790400,	-0.00584248,	-174.06959926,	0.05654727,	-0.05624464
1075716608.05852938,	-0.10541312,	-116.25006234,	0.11753416,	-0.05198414
1075719109.30915451,	-0.16074494,	-71.79714782,	0.16921294,	0.05285911
1075721610.55977988,	0.02268775,	163.97285896,	0.08217441,	-0.07898037
1075724111.81040525,	-0.18882318,	-96.92998713,	0.19021281,	-0.02295039
1075726613.06103063,	-0.09086874,	-123.83273397,	0.10939257,	-0.06090653
1075729114.31165576,	-0.01845105,	-160.32334382,	0.05479778,	-0.05159802
1075731615.56228113,	0.13821150,	127.23685666,	0.17360183,	-0.10504844
1075734116.81290650,	-0.09200361,	-106.87025013,	0.09614110,	-0.02790066
1075736618.06353188,	-0.01566698,	-10.43916941,	0.08646643,	0.08503522
1075739119.31415701,	-0.03696649,	-90.61359861,	0.03696861,	-0.00039590
1075741620.56478238,	-0.04276560,	-122.58395980,	0.05075414,	-0.02733288
1075744121.81540775,	-0.00362527,	-173.19114280,	0.03057814,	-0.03036248
1075746623.06603312,	-0.01156827,	-173.54108996,	0.10283766,	-0.10218493
1075749124.31665826,	-0.01873754,	-158.00011848,	0.05001949,	-0.04637730
1075751625.56728363,	-0.11899400,	-148.20281519,	0.22583190,	-0.19193873
1075754126.81790900,	-0.06925336,	-92.76241204,	0.06933392,	-0.00334151
1075756628.06853437,	-0.11445045,	-87.06627365,	0.11460064,	0.00586535
1075759129.31915951,	-0.10161300,	-70.14343987,	0.10803619,	0.03669628
1075761630.56978488,	-0.00466718,	-5.94930229,	0.04502891,	0.04478639
1075764131.82041025,	-0.15800877,	-105.33036603,	0.16383857,	-0.04331633
1075766633.07103562,	0.05667441,	95.93070520,	0.05697939,	-0.00588743
1075769134.32166076,	-0.16084880,	-66.48415486,	0.17541724,	0.06999195
1075771635.57228613,	-0.03418419,	-99.45360362,	0.03465484,	-0.00569202
1075774136.82291150,	0.03654173,	26.86923790,	0.08085243,	0.07212362
1075776638.07353687,	-0.02576601,	-157.99972596,	0.06878069,	-0.06377222
1075779139.32416201,	-0.02716490,	-150.99613304,	0.05602529,	-0.04899899
1075781640.57478738,	-0.25559896,	-110.12165295,	0.27221371,	-0.09364548
1075784141.82541275,	-0.15413439,	-112.41509707,	0.16673171,	-0.06357713
1075786643.07603812,	-0.19374175,	-56.91859513,	0.23122413,	0.12620908
1075789144.32666326,	-0.06793753,	-100.88548843,	0.06918236,	-0.01306486
1075791645.57728863,	-0.10246748,	-111.73354835,	0.11030867,	-0.04084628
1075794146.82791400,	-0.10863800,	-86.28906959,	0.10886626,	0.00704612
1075796648.07853937,	-0.11500276,	-90.33611897,	0.11500474,	-0.00067466
1075799149.32916450,	-0.16451709,	-56.71491197,	0.19680250,	0.10800625
1075801650.57978988,	-0.20927422,	-99.48375875,	0.21217414,	-0.03495951
1075804151.83041525,	-0.01209881,	-174.12097806,	0.11811977,	-0.11749851
1075806653.08104062,	-0.20091942,	-115.80862067,	0.22318099,	-0.09716554
1075809154.33166575,	-0.08240858,	-143.77892898,	0.13946226,	-0.11251021
1075811655.58229113,	-0.15732692,	-124.42620974,	0.19073283,	-0.10782973
1075814156.83291650,	0.00192790,	8.86419416,	0.01251128,	0.01236185
1075816658.08354187,	-0.03405438,	-15.07922765,	0.13090062,	0.12639332
1075819159.33416700,	-0.01494235,	-135.45418896,	0.02130119,	-0.01518114
1075821660.58479238,	-0.07722839,	-141.48565079,	0.12401971,	-0.09703950
1075824161.83541775,	0.00049998,	0.31369364,	0.09132124,	0.09131987
1075826663.08604312,	-0.05100318,	-116.84495466,	0.05716360,	-0.02581381
1075829164.33666825,	-0.17023908,	-94.32934057,	0.17072623,	-0.01288801
1075831665.58729362,	0.03330456,	23.55682922,	0.08333256,	0.07638797
1075834166.83791900,	-0.11684062,	-59.12029115,	0.13613873,	0.06987148
1075836668.08854437,	0.05010308,	93.16869431,	0.05017980,	-0.00277374
1075839169.33916950,	-0.11186530,	-141.34715047,	0.17909904,	-0.13986644
1075841670.58979487,	-0.10566995,	-86.98400209,	0.10581651,	0.00556751
1075844171.84042025,	-0.11166900,	-89.03067723,	0.11168499,	0.00188938
1075846673.09104562,	-0.05304714,	-134.98830085,	0.07500467,	-0.05302548
1075849174.34167075,	-0.07886898,	-74.52057674,	0.08183752,	0.02184180
1075851675.59229612,	-0.11190199,	-113.21561224,	0.12176125,	-0.04799735
1075854176.84292150,	0.01876213,	159.87556093,	0.05453153,	-0.05120225
1075856678.09354687,	-0.10356033,	-54.76519323,	0.12678871,	0.07314803
1075859179.34417200,	-0.02797626,	-160.70261578,	0.08465565,	-0.07989936
1075861680.59479737,	-0.08843847,	-74.58444074,	0.09173894,	0.02438585
1075864181.84542274,	-0.13115548,	-115.47235682,	0.14527748,	-0.06248030
1075866683.09604812,	-0.03410173,	-150.47314082,	0.06919552,	-0.06020873
1075869184.34667325,	-0.13058719,	-43.63751910,	0.18923113,	0.13695037
1075871685.59729862,	-0.13431320,	-87.24820610,	0.13446825,	0.00645574
1075874186.84792399,	0.06063563,	129.21665902,	0.07826369,	-0.04948258
1075876688.09854937,	-0.05551480,	-105.11529498,	0.05750427,	-0.01499494
1075879189.34917450,	-0.09210039,	-103.34510272,	0.09465635,	-0.02184818
1075881690.59979987,	-0.03877613,	-36.83058722,	0.06468607,	0.05177547
1075884191.85042524,	0.03184685,	13.23358793,	0.13911685,	0.13542259
1075886693.10105062,	0.02261780,	165.91671639,	0.09295036,	-0.09015656
1075889194.35167575,	0.01908281,	157.28799408,	0.04942460,	-0.04559208
1075891695.60230112,	0.01168259,	163.88317876,	0.04208474,	-0.04043072
1075894196.85292649,	0.05241178,	72.07097992,	0.05508688,	0.01695786
1075896698.10355186,	-0.14008026,	-44.97301541,	0.19819677,	0.14021227
1075899199.35417700,	-0.08122341,	-68.86547884,	0.08708077,	0.03139774
1075901700.60480237,	-0.11873695,	-108.19014169,	0.12498287,	-0.03901609
1075904201.85542774,	-0.06416540,	-36.43807284,	0.10803099,	0.08691086
1075906703.10605311,	-0.06090045,	-25.13498928,	0.14337871,	0.12980212
1075909204.35667825,	-0.09508956,	-100.03781400,	0.09656773,	-0.01683157
1075911705.60730362,	-0.00023077,	-179.83881716,	0.08203083,	-0.08203050
1075914206.85792899,	-0.06275466,	-104.02456663,	0.06468273,	-0.01567508
1075916708.10855436,	-0.11673002,	-72.00960385,	0.12273052,	0.03790625
1075919209.35917950,	0.02735776,	153.70088830,	0.06174769,	-0.05535639
1075921710.60980487,	-0.10680107,	-127.13120206,	0.13396094,	-0.08086448
1075924211.86043024,	-0.01259088,	-68.49490628,	0.01353298,	0.00496097
1075926713.11105561,	-0.06634913,	-128.03601049,	0.08423964,	-0.05190481
1075929214.36168075,	0.02480365,	161.45727930,	0.07799603,	-0.07394700
1075931715.61230612,	-0.12827080,	-116.29764109,	0.14307879,	-0.06338881
1075934216.86293149,	0.03827316,	154.49028414,	0.08887008,	-0.08020633
1075936718.11355686,	0.02733381,	21.86263339,	0.07340248,	0.06812333
1075939219.36418200,	0.03153625,	110.18418537,	0.03359966,	-0.01159320
1075941720.61480737,	-0.05590743,	-153.88508478,	0.12701242,	-0.11404610
1075944221.86543274,	-0.10554575,	-93.51678695,	0.10574488,	-0.00648649
1075946723.11605811,	-0.01297005,	-7.74541997,	0.09623720,	0.09535920
1075949224.36668324,	-0.16134329,	-79.59401598,	0.16404134,	0.02962945
1075951725.61730862,	-0.11433107,	-120.68627187,	0.13294703,	-0.06784777
1075954226.86793399,	-0.10297415,	-78.46188020,	0.10509798,	0.02102168
1075956728.11855936,	-0.05046290,	-150.02134210,	0.10099096,	-0.08747954
1075959229.36918449,	-0.05860522,	-29.69100428,	0.11831735,	0.10278338
1075961730.61980987,	-0.03715884,	-110.40442081,	0.03964645,	-0.01382251
1075964231.87043524,	-0.07288060,	-150.43853954,	0.14772388,	-0.12849422
1075966733.12106061,	0.01019902,	86.13906927,	0.01022222,	0.00068831
1075969234.37168574,	0.05137343,	164.39485151,	0.19097477,	-0.18393514
1075971735.62231111,	-0.07026145,	-124.60683799,	0.08536524,	-0.04848250
1075974236.87293649,	-0.01218529,	-10.17632378,	0.06896890,	0.06788393
1075976738.12356186,	-0.08880733,	-119.07242169,	0.10160949,	-0.04937355
1075979239.37418699,	-0.05952342,	-109.96725972,	0.06333034,	-0.02162624
1075981740.62481236,	-0.01225497,	-169.26926640,	0.06581840,	-0.06466743
1075984241.87543774,	-0.01172498,	-166.35347270,	0.04969658,	-0.04829363
1075986743.12606311,	-0.02205167,	-129.82908122,	0.02871466,	-0.01839173
1075989244.37668824,	-0.05463060,	-160.44520632,	0.16321859,	-0.15380444
1075991745.62731361,	-0.18956342,	-77.33477943,	0.19429095,	0.04259907
1075994246.87793899,	-0.02591733,	-29.20276417,	0.05311998,	0.04636836
1075996748.12856436,	-0.10600127,	-107.08761529,	0.11089663,	-0.03258517
1075999249.37918949,	-0.05168027,	-151.82113814,	0.10943979,	-0.09646874
1076001750.62981486,	-0.06192737,	-30.20147057,	0.12310573,	0.10639559
1076004251.88044023,	-0.14701632,	-84.73923960,	0.14763821,	0.01353675
1076006753.13106561,	-0.02856680,	-155.15070814,	0.06797850,	-0.06168480
1076009254.38169074,	-0.10968523,	-129.24606701,	0.14163238,	-0.08960404
1076011755.63231611,	-0.13558181,	-56.86127949,	0.16191783,	0.08851529
1076014256.88294148,	-0.05078322,	-49.77140156,	0.06651600,	0.04295861
1076016758.13356686,	-0.11631128,	-64.30086049,	0.12907936,	0.05597469
1076019259.38419199,	0.00948937,	6.04968366,	0.09003982,	0.08953838
1076021760.63481736,	-0.00851130,	-30.66591815,	0.01668779,	0.01435410
1076024261.88544273,	0.03354993,	29.50590323,	0.06811986,	0.05928506
1076026763.13606811,	-0.02108214,	-154.45962134,	0.04889779,	-0.04411958
1076029264.38669324,	-0.04078839,	-156.03524890,	0.10042084,	-0.09176411
1076031765.63731861,	-0.02879789,	-9.58925714,	0.17287321,	0.17045771
1076034266.88794398,	-0.05093923,	-32.00564404,	0.09611125,	0.08150195
1076036768.13856935,	-0.11577916,	-47.73998802,	0.15643705,	0.10520332
1076039269.38919449,	-0.02966529,	-136.42980448,	0.04304041,	-0.03118409
1076041770.63981986,	0.03539166,	41.69680395,	0.05320545,	0.03972719
1076044271.89044523,	-0.05718924,	-42.22935546,	0.08509037,	0.06300604
1076046773.14107060,	-0.08130545,	-145.87153545,	0.14491651,	-0.11995924
1076049274.39169574,	0.07513990,	109.11365612,	0.07952398,	-0.02603958
1076051775.64232111,	-0.06688775,	-117.80645978,	0.07561968,	-0.03527555
1076054276.89294648,	0.00839852,	14.71145138,	0.03307140,	0.03198722
1076056778.14357185,	-0.04984611,	-129.77982073,	0.06486081,	-0.04150048
1076059279.39419699,	0.04847818,	126.00243132,	0.05992417,	-0.03522460
1076061780.64482236,	-0.08445735,	-119.85242762,	0.09737846,	-0.04847186
1076064281.89544773,	-0.04311957,	-82.11839687,	0.04353078,	0.00596922
1076066783.14607310,	-0.11632237,	-91.37433718,	0.11635584,	-0.00279073
1076069284.39669824,	-0.06604778,	-66.16150932,	0.07220796,	0.02918356
1076071785.64732361,	-0.07718834,	-128.48802807,	0.09861322,	-0.06137205
1076074286.89794898,	-0.20177361,	-120.58211171,	0.23437496,	-0.11924357
1076076788.14857435,	-0.00483150,	-72.99187218,	0.00505248,	0.00147789
1076079289.39919949,	-0.04934146,	-160.25166204,	0.14602843,	-0.13743989
1076081790.64982486,	-0.09511480,	-101.01237181,	0.09689910,	-0.01850976
1076084291.90045023,	-0.06714288,	-123.20061978,	0.08024166,	-0.04393811
1076086793.15107560,	-0.02378483,	-37.99441847,	0.03863779,	0.03044931
1076089294.40170073,	-0.03669589,	-137.19654777,	0.05400540,	-0.03962317
1076091795.65232611,	-0.11210901,	-129.84416782,	0.14601522,	-0.09355221
1076094296.90295148,	-0.04497924,	-148.65509856,	0.08646719,	-0.07384743
1076096798.15357685,	-0.01132983,	-159.56113067,	0.03244438,	-0.03040186
1076099299.40420198,	-0.03176364,	-68.30795593,	0.03418444,	0.01263518
1076101800.65482736,	0.00219271,	178.15865439,	0.06824079,	-0.06820555
1076104301.90545273,	-0.10409991,	-87.47076252,	0.10420142,	0.00459832
1076106803.15607810,	-0.03703832,	-55.88520519,	0.04473684,	0.02509078
1076109304.40670323,	-0.08522002,	-93.74374000,	0.08540226,	-0.00557626
1076111805.65732861,	-0.02817447,	-19.43959770,	0.08465557,	0.07982960
