Frequency,	Imag,	phase,	LinMag,	Real
1004501751.38469231,	0.02340573,	151.05375671,	0.04836006,	-0.04231864
1004506753.88594294,	-0.02172125,	-102.46487153,	0.02224561,	-0.00480151
1004511756.38719356,	0.03302001,	153.72684495,	0.07459601,	-0.06688979
1004516758.88844418,	0.01345358,	34.06098852,	0.02402103,	0.01990002
1004521761.38969481,	0.00429963,	21.61761683,	0.01167076,	0.01084988
1004526763.89094543,	-0.00261171,	-168.06621980,	0.01263031,	-0.01235733
1004531766.39219606,	-0.00993205,	-40.30634725,	0.01535391,	0.01170884
1004536768.89344668,	0.00901823,	153.43977155,	0.02016877,	-0.01804025
1004541771.39469731,	-0.02895112,	-115.95382638,	0.03219843,	-0.01409154
1004546773.89594793,	0.00012645,	0.33035381,	0.02193199,	0.02193162
1004551776.39719856,	-0.04119770,	-124.08267112,	0.04974187,	-0.02787477
1004556778.89844918,	0.02980200,	79.31194515,	0.03032815,	0.00562471
1004561781.39969981,	-0.00266969,	-171.33875561,	0.01772792,	-0.01752575
1004566783.90095043,	-0.02421400,	-88.90396483,	0.02421843,	0.00046326
1004571786.40220106,	-0.00459378,	-167.06011560,	0.02051447,	-0.01999352
1004576788.90345168,	0.01536072,	158.61871834,	0.04213351,	-0.03923367
1004581791.40470231,	0.02707744,	104.04226477,	0.02791152,	-0.00677238
1004586793.90595293,	0.01007615,	132.90059562,	0.01375516,	-0.00936353
1004591796.40720355,	-0.01390861,	-146.97011440,	0.02551681,	-0.02139294
1004596798.90845418,	-0.04517873,	-113.36517870,	0.04921453,	-0.01951799
1004601801.40970480,	-0.01279412,	-155.25584441,	0.03056648,	-0.02776005
1004606803.91095543,	-0.03829793,	-68.28613075,	0.04122299,	0.01525134
1004611806.41220605,	-0.05890507,	-115.05273399,	0.06502249,	-0.02753392
1004616808.91345668,	-0.00462271,	-4.56707534,	0.05805519,	0.05787085
1004621811.41470730,	-0.00393802,	-171.21625376,	0.02578833,	-0.02548587
1004626813.91595793,	0.00603380,	166.77801725,	0.02638023,	-0.02568092
1004631816.41720855,	-0.01597090,	-109.17181574,	0.01690869,	-0.00555285
1004636818.91845918,	-0.03292280,	-142.90475441,	0.05458551,	-0.04353926
1004641821.41970980,	0.00929848,	153.09689804,	0.02054989,	-0.01832584
1004646823.92096043,	-0.00767467,	-16.66266460,	0.02676562,	0.02564172
1004651826.42221105,	-0.03923860,	-106.19452770,	0.04085991,	-0.01139580
1004656828.92346168,	0.01059073,	151.45967757,	0.02216668,	-0.01947301
1004661831.42471230,	0.01360099,	78.73694133,	0.01386808,	0.00270863
1004666833.92596292,	-0.01679980,	-160.00167407,	0.04912327,	-0.04616127
1004671836.42721355,	0.02543705,	85.70088925,	0.02550882,	0.00191222
1004676838.92846417,	0.01410577,	163.25530011,	0.04896006,	-0.04688406
1004681841.42971480,	-0.06719103,	-76.70733221,	0.06904075,	0.01587421
1004686843.93096542,	0.06225783,	105.65069936,	0.06465496,	-0.01744210
1004691846.43221617,	-0.00450168,	-176.91365049,	0.08361080,	-0.08348952
1004696848.93346679,	-0.00527530,	-169.86453268,	0.02997734,	-0.02950953
1004701851.43471742,	0.00439787,	3.90309430,	0.06460879,	0.06445894
1004706853.93596804,	0.03215824,	77.19865416,	0.03297794,	0.00730697
1004711856.43721867,	-0.00290342,	-12.72877140,	0.01317722,	0.01285337
1004716858.93846929,	-0.03191976,	-54.32861093,	0.03929192,	0.02291252
1004721861.43971992,	-0.03040188,	-58.46111829,	0.03567101,	0.01865869
1004726863.94097054,	0.04911660,	88.42919374,	0.04913506,	0.00134691
1004731866.44222116,	-0.03972964,	-89.56757505,	0.03973077,	0.00029985
1004736868.94347179,	0.00308258,	154.19019541,	0.00708012,	-0.00637383
1004741871.44472241,	-0.05511703,	-57.80841369,	0.06512925,	0.03469774
1004746873.94597304,	-0.00468925,	-171.78647868,	0.03282349,	-0.03248680
1004751876.44722366,	-0.00689517,	-12.38057466,	0.03215970,	0.03141183
1004756878.94847429,	-0.03657941,	-64.57923001,	0.04050070,	0.01738543
1004761881.44972491,	0.02274504,	72.19204487,	0.02388966,	0.00730612
1004766883.95097554,	-0.02671883,	-37.74198300,	0.04365061,	0.03451782
1004771886.45222616,	-0.03019801,	-28.92201109,	0.06244177,	0.05465396
1004776888.95347679,	-0.00972657,	-142.71215439,	0.01605523,	-0.01277357
1004781891.45472741,	0.01445398,	134.53580233,	0.02027740,	-0.01422165
1004786893.95597804,	-0.01333090,	-142.09766152,	0.02170034,	-0.01712285
1004791896.45722866,	0.02122133,	20.33253397,	0.06107417,	0.05726875
1004796898.95847928,	-0.00057634,	-5.51754514,	0.00599419,	0.00596642
1004801901.45972991,	-0.00517868,	-44.16788346,	0.00743248,	0.00533133
1004806903.96098053,	-0.00984474,	-21.07806647,	0.02737390,	0.02554235
1004811906.46223116,	0.02025707,	151.27998071,	0.04215569,	-0.03696963
1004816908.96348178,	-0.05940916,	-96.81894188,	0.05983240,	-0.00710403
1004821911.46473241,	-0.01596498,	-164.49893154,	0.05973656,	-0.05756367
1004826913.96598303,	-0.03416885,	-123.40566864,	0.04093090,	-0.02253505
1004831916.46723366,	0.00106947,	178.76322054,	0.04954897,	-0.04953743
1004836918.96848428,	0.00018123,	172.39261626,	0.00136896,	-0.00135691
1004841921.46973491,	-0.05618183,	-108.46946252,	0.05923275,	-0.01876489
1004846923.97098553,	-0.05113329,	-77.95558754,	0.05228426,	0.01091015
1004851926.47223616,	-0.00777045,	-31.04158247,	0.01506894,	0.01291097
1004856928.97348678,	-0.04260404,	-82.56501770,	0.04296527,	0.00555975
1004861931.47473741,	-0.01161462,	-108.79957550,	0.01226916,	-0.00395384
1004866933.97598803,	-0.04233824,	-71.98128962,	0.04452178,	0.01377181
1004871936.47723865,	-0.00520008,	-164.27523553,	0.01918733,	-0.01846924
1004876938.97848928,	-0.01375208,	-64.98241446,	0.01517592,	0.00641784
1004881941.47973990,	0.01093195,	32.29276152,	0.02046242,	0.01729748
1004886943.98099053,	0.01612183,	150.97671527,	0.03322958,	-0.02905669
1004891946.48224115,	0.00786343,	67.59680976,	0.00850537,	0.00324158
1004896948.98349178,	-0.02398807,	-33.19096728,	0.04381932,	0.03667023
1004901951.48474240,	0.00193150,	114.31228761,	0.00211947,	-0.00087261
1004906953.98599303,	-0.00210731,	-175.81548145,	0.02887958,	-0.02880259
1004911956.48724365,	-0.03035993,	-110.54722296,	0.03242255,	-0.01137964
1004916958.98849428,	-0.02371790,	-24.27283051,	0.05769627,	0.05259582
1004921961.48974490,	-0.05411470,	-115.33613586,	0.05987378,	-0.02562167
1004926963.99099553,	-0.01629962,	-49.11689178,	0.02155902,	0.01411077
1004931966.49224615,	-0.04245532,	-117.05213021,	0.04767084,	-0.02168075
1004936968.99349678,	0.00928008,	153.97532151,	0.02115078,	-0.01900620
1004941971.49474740,	0.01745545,	75.70946303,	0.01801283,	0.00444627
1004946973.99599802,	-0.01161626,	-151.87241376,	0.02464013,	-0.02173013
1004951976.49724865,	-0.08161256,	-58.29236543,	0.09593114,	0.05041997
1004956978.99849927,	-0.05099054,	-62.76593300,	0.05734788,	0.02624392
1004961981.49974990,	0.00616016,	166.97771187,	0.02733839,	-0.02663532
1004966984.00100052,	-0.01543703,	-156.91834942,	0.03937591,	-0.03622375
1004971986.50225115,	-0.02248015,	-152.23751269,	0.04826062,	-0.04270515
1004976989.00350177,	-0.04222619,	-108.16999315,	0.04444228,	-0.01385876
1004981991.50475240,	-0.02433689,	-128.16473372,	0.03095362,	-0.01912700
1004986994.00600302,	-0.00323979,	-146.57845484,	0.00588203,	-0.00490938
1004991996.50725365,	-0.01633246,	-126.87797427,	0.02041774,	-0.01225294
1004996999.00850427,	-0.02127768,	-36.82199755,	0.03550239,	0.02841971
1005002001.50975490,	0.01921823,	105.68492013,	0.01996154,	-0.00539654
1005007004.01100552,	0.01236046,	10.79190664,	0.06601310,	0.06484557
1005012006.51225615,	-0.01360950,	-160.00616554,	0.03980328,	-0.03740431
1005017009.01350677,	0.03032513,	105.92621777,	0.03153559,	-0.00865334
1005022011.51475739,	0.04140889,	68.58035062,	0.04448118,	0.01624435
1005027014.01600802,	-0.00175196,	-3.19016447,	0.03148162,	0.03143283
1005032016.51725864,	-0.02615466,	-119.24272661,	0.02997469,	-0.01464295
1005037019.01850927,	0.01593960,	114.95806985,	0.01758141,	-0.00741856
1005042021.51975989,	-0.03082601,	-156.60549046,	0.07763565,	-0.07125343
1005047024.02101052,	0.00749622,	167.45993222,	0.03452533,	-0.03370171
1005052026.52226114,	-0.02938709,	-132.96727075,	0.04016039,	-0.02737254
1005057029.02351177,	-0.01955678,	-86.20699893,	0.01959971,	0.00129656
1005062031.52476239,	0.00198796,	155.89614789,	0.00486777,	-0.00444333
1005067034.02601302,	-0.05037213,	-122.01120693,	0.05940499,	-0.03148970
1005072036.52726364,	-0.04192803,	-98.30713010,	0.04237261,	-0.00612197
1005077039.02851427,	0.01207950,	160.69282156,	0.03653450,	-0.03447978
1005082041.52976489,	-0.00023136,	-178.83345952,	0.01136407,	-0.01136171
1005087044.03101552,	-0.01501782,	-20.10592081,	0.04368735,	0.04102499
1005092046.53226614,	0.03517193,	142.04007485,	0.05717989,	-0.04508298
1005097049.03351676,	-0.02175132,	-152.21070263,	0.04665448,	-0.04127373
1005102051.53476739,	0.00755140,	19.14127802,	0.02302968,	0.02175643
1005107054.03601801,	-0.01336590,	-28.78221514,	0.02775994,	0.02433037
1005112056.53726864,	0.01700153,	14.29312501,	0.06886479,	0.06673311
1005117059.03851926,	0.01756884,	35.78125845,	0.03004801,	0.02437660
1005122061.53976989,	-0.00987977,	-126.71949298,	0.01232549,	-0.00736939
1005127064.04102051,	0.00216805,	170.84597743,	0.01362790,	-0.01345434
1005132066.54227114,	-0.04821579,	-63.58528072,	0.05383645,	0.02394997
1005137069.04352176,	-0.05020015,	-122.48427975,	0.05951137,	-0.03196166
1005142071.54477239,	-0.04441258,	-41.77823107,	0.06666062,	0.04971077
1005147074.04602301,	-0.00628419,	-12.02206106,	0.03017066,	0.02950894
1005152076.54727364,	-0.00837716,	-116.34515062,	0.00934808,	-0.00414847
1005157079.04852426,	0.00292544,	10.37328649,	0.01624700,	0.01598145
1005162081.54977488,	-0.02289546,	-117.25219906,	0.02575418,	-0.01179305
1005167084.05102551,	-0.03806362,	-68.52573499,	0.04090302,	0.01497391
1005172086.55227613,	0.04289484,	57.75120272,	0.05071877,	0.02706337
1005177089.05352676,	0.00563777,	175.49746122,	0.07181570,	-0.07159407
1005182091.55477738,	0.00566988,	167.70809622,	0.02663260,	-0.02602207
1005187094.05602801,	-0.03731973,	-113.39154127,	0.04066157,	-0.01614315
1005192096.55727863,	0.01639003,	144.21507089,	0.02802940,	-0.02273794
1005197099.05852926,	-0.01787244,	-73.30279260,	0.01865917,	0.00536104
1005202101.55977988,	0.02861123,	104.22390777,	0.02951611,	-0.00725246
1005207104.06103051,	0.01137768,	20.50710858,	0.03247763,	0.03041948
1005212106.56228113,	-0.00914984,	-127.87149472,	0.01159103,	-0.00711565
1005217109.06353176,	-0.03726166,	-33.98701227,	0.06665711,	0.05526970
1005222111.56478238,	0.05372527,	89.69305334,	0.05372604,	0.00028782
1005227114.06603301,	0.02437108,	43.12772573,	0.03564967,	0.02601825
1005232116.56728363,	-0.06547169,	-64.85818563,	0.07232371,	0.03072746
1005237119.06853425,	-0.02076376,	-53.54378328,	0.02581558,	0.01533983
1005242121.56978488,	-0.05280731,	-54.21108839,	0.06509961,	0.03807030
1005247124.07103550,	0.00155264,	3.19189509,	0.02788484,	0.02784158
1005252126.57228613,	0.04248050,	60.77852726,	0.04867491,	0.02376245
1005257129.07353675,	-0.02007885,	-66.86053977,	0.02183549,	0.00858070
1005262131.57478738,	0.02027194,	152.55145227,	0.04397843,	-0.03902756
1005267134.07603800,	-0.00785470,	-51.58633209,	0.01002457,	0.00622861
1005272136.57728863,	-0.02360986,	-141.12989103,	0.03762186,	-0.02929128
1005277139.07853925,	-0.01087359,	-35.60911811,	0.01867504,	0.01518296
1005282141.57978988,	-0.01140571,	-35.18659140,	0.01979329,	0.01617665
1005287144.08104050,	-0.00383989,	-75.31278409,	0.00396960,	0.00100646
1005292146.58229113,	0.02892585,	31.23292779,	0.05578558,	0.04770037
1005297149.08354175,	-0.03751944,	-128.94373500,	0.04824016,	-0.03032168
1005302151.58479238,	0.02844840,	29.75363817,	0.05732425,	0.04976704
1005307154.08604300,	0.01270916,	123.29726801,	0.01520537,	-0.00834749
1005312156.58729362,	0.06488208,	107.18581789,	0.06791435,	-0.02006676
1005317159.08854425,	-0.05588491,	-111.06337645,	0.05988631,	-0.02152316
1005322161.58979487,	-0.01717132,	-113.09489822,	0.01866739,	-0.00732238
1005327164.09104550,	-0.02992236,	-98.88199685,	0.03028553,	-0.00467608
1005332166.59229612,	0.02518469,	101.63432336,	0.02571298,	-0.00518540
1005337169.09354675,	-0.02469341,	-138.04268462,	0.03693429,	-0.02746593
1005342171.59479737,	0.01496392,	158.42799978,	0.04069931,	-0.03784858
1005347174.09604800,	-0.00990887,	-37.15061706,	0.01640780,	0.01307785
1005352176.59729862,	-0.01377160,	-166.19835648,	0.05772770,	-0.05606095
1005357179.09854925,	-0.02244374,	-35.29219676,	0.03884704,	0.03170759
1005362181.59979987,	-0.02361897,	-60.37619196,	0.02717042,	0.01343042
1005367184.10105050,	0.01905433,	120.16107054,	0.02203790,	-0.01107256
1005372186.60230112,	-0.01869985,	-97.62962168,	0.01886688,	-0.00250493
1005377189.10355175,	0.01829238,	24.20365567,	0.04461760,	0.04069544
1005382191.60480237,	0.01553563,	75.48646200,	0.01604774,	0.00402170
1005387194.10605299,	0.06152760,	127.80153470,	0.07786938,	-0.04772834
1005392196.60730362,	0.00564366,	174.03255622,	0.05428513,	-0.05399097
1005397199.10855424,	-0.07288656,	-116.17012430,	0.08121170,	-0.03581744
1005402201.60980487,	0.04099129,	61.52856935,	0.04663109,	0.02223000
1005407204.11105549,	0.01298235,	154.39924546,	0.03004494,	-0.02709533
1005412206.61230612,	-0.05538567,	-71.26589678,	0.05848420,	0.01878376
1005417209.11355674,	-0.03242122,	-145.51147073,	0.05725690,	-0.04719340
1005422211.61480737,	0.00218908,	10.87075938,	0.01160737,	0.01139907
1005427214.11605799,	0.01856069,	38.78160245,	0.02963294,	0.02310003
1005432216.61730862,	0.01327123,	37.13833062,	0.02198165,	0.01752334
1005437219.11855924,	-0.00647795,	-152.73053949,	0.01413856,	-0.01256723
1005442221.61980987,	-0.00461330,	-165.22498952,	0.01808967,	-0.01749153
1005447224.12106049,	-0.07164303,	-77.76574943,	0.07330790,	0.01553461
1005452226.62231112,	0.03049030,	48.93475233,	0.04044011,	0.02656584
1005457229.12356174,	0.00073962,	178.41849162,	0.02679889,	-0.02678868
1005462231.62481236,	-0.01638697,	-157.22770427,	0.04233597,	-0.03903590
1005467234.12606299,	0.00102189,	1.84985942,	0.03165667,	0.03164017
1005472236.62731361,	-0.02291802,	-47.94637993,	0.03086526,	0.02067435
1005477239.12856424,	0.02667849,	115.29185715,	0.02950692,	-0.01260622
1005482241.62981486,	-0.02976973,	-74.24837199,	0.03093128,	0.00839685
1005487244.13106549,	-0.02370942,	-153.16918928,	0.05252915,	-0.04687403
1005492246.63231611,	-0.02631117,	-73.78253240,	0.02740152,	0.00765280
1005497249.13356674,	0.03528578,	153.14691276,	0.07811698,	-0.06969345
1005502251.63481736,	-0.03648962,	-124.40556005,	0.04422669,	-0.02499016
1005507254.13606799,	-0.04851625,	-49.50555944,	0.06379781,	0.04142866
1005512256.63731861,	0.03665921,	86.68700065,	0.03672058,	0.00212210
1005517259.13856924,	-0.01137875,	-49.38266934,	0.01499029,	0.00975874
1005522261.63981986,	0.01774454,	131.72470794,	0.02377505,	-0.01582354
1005527264.14107048,	-0.04359890,	-126.41353190,	0.05417671,	-0.03215978
1005532266.64232111,	0.00201446,	43.61053397,	0.00292055,	0.00211461
1005537269.14357173,	-0.00218700,	-71.55133923,	0.00230549,	0.00072958
1005542271.64482236,	-0.01938799,	-141.80936068,	0.03135795,	-0.02464603
1005547274.14607298,	0.00235986,	7.02161697,	0.01930454,	0.01915976
1005552276.64732361,	0.00302095,	18.27880263,	0.00963188,	0.00914587
1005557279.14857423,	0.01940017,	112.40559155,	0.02098430,	-0.00799839
1005562281.64982486,	-0.05698254,	-38.84905781,	0.09084201,	0.07074786
1005567284.15107548,	0.00836314,	13.86815723,	0.03489170,	0.03387460
1005572286.65232611,	-0.02466610,	-135.81677848,	0.03539123,	-0.02537958
1005577289.15357673,	0.02697202,	150.76297013,	0.05522258,	-0.04818759
1005582291.65482736,	-0.00136192,	-177.00605191,	0.02607513,	-0.02603954
1005587294.15607798,	-0.05243509,	-50.14779523,	0.06830153,	0.04376827
1005592296.65732861,	0.02276504,	111.24924495,	0.02442568,	-0.00885249
1005597299.15857935,	0.02926186,	47.33703474,	0.03979296,	0.02696707
1005602301.65982985,	0.07482819,	83.80759799,	0.07526735,	0.00811890
1005607304.16108060,	0.01913431,	143.20045294,	0.03194283,	-0.02557778
1005612306.66233122,	0.01582462,	159.82120279,	0.04587498,	-0.04305921
1005617309.16358185,	-0.01831638,	-26.65437980,	0.04082940,	0.03649041
1005622311.66483247,	-0.00383998,	-10.21608253,	0.02165062,	0.02130737
1005627314.16608310,	0.00397758,	147.09263538,	0.00732139,	-0.00614667
1005632316.66733372,	0.01662931,	132.76815409,	0.02265242,	-0.01538175
1005637319.16858435,	-0.01967822,	-141.44145218,	0.03157032,	-0.02468709
1005642321.66983497,	-0.01745509,	-159.68418057,	0.05027466,	-0.04714723
1005647324.17108560,	-0.02434514,	-100.62171232,	0.02476955,	-0.00456562
1005652326.67233622,	0.00138373,	161.99884058,	0.00447757,	-0.00425839
1005657329.17358685,	-0.03149072,	-41.73991737,	0.04730109,	0.03529487
1005662331.67483747,	-0.00022246,	-178.58455954,	0.00900593,	-0.00900319
1005667334.17608809,	0.01223413,	151.19783736,	0.02539324,	-0.02225180
1005672336.67733872,	-0.02643705,	-76.97864627,	0.02713479,	0.00611385
1005677339.17858934,	-0.00494948,	-175.35123469,	0.06106911,	-0.06086821
1005682341.67983997,	-0.01051272,	-10.29288279,	0.05883547,	0.05788865
1005687344.18109059,	-0.00026929,	-179.70483796,	0.05227391,	-0.05227322
1005692346.68234122,	-0.03809927,	-87.95340219,	0.03812359,	0.00136148
1005697349.18359184,	-0.05542187,	-103.69724826,	0.05704418,	-0.01350758
1005702351.68484247,	0.01738467,	29.68242267,	0.03510691,	0.03050030
1005707354.18609309,	-0.00165452,	-3.53599999,	0.02682611,	0.02677504
1005712356.68734372,	-0.00761269,	-172.72434852,	0.06011141,	-0.05962741
1005717359.18859434,	0.02986458,	99.60845201,	0.03028950,	-0.00505575
1005722361.68984497,	-0.02122345,	-166.07228952,	0.08817479,	-0.08558246
1005727364.19109559,	-0.01505550,	-38.66919438,	0.02409562,	0.01881306
1005732366.69234621,	-0.02835585,	-140.05494834,	0.04416436,	-0.03385907
1005737369.19359684,	-0.03314588,	-120.25386983,	0.03837211,	-0.01933311
1005742371.69484746,	-0.01983623,	-165.87970189,	0.08130983,	-0.07885311
1005747374.19609809,	-0.01446420,	-64.44560326,	0.01603257,	0.00691593
1005752376.69734871,	-0.03158057,	-110.97222106,	0.03382108,	-0.01210508
1005757379.19859934,	0.00412294,	172.60482320,	0.03203226,	-0.03176582
1005762381.69984996,	-0.01423786,	-65.29775450,	0.01567197,	0.00654936
1005767384.20110059,	0.03536526,	89.32113894,	0.03536774,	0.00041904
1005772386.70235121,	0.03654613,	113.87947422,	0.03996737,	-0.01617935
1005777389.20360184,	0.02736185,	48.74795199,	0.03639433,	0.02399743
1005782391.70485246,	-0.02628879,	-140.03517524,	0.04092804,	-0.03136884
1005787394.20610309,	-0.07328601,	-97.24785332,	0.07387631,	-0.00932037
1005792396.70735371,	-0.01205888,	-33.92029979,	0.02160939,	0.01793179
1005797399.20860434,	0.00234664,	165.92816697,	0.00965146,	-0.00936184
1005802401.70985496,	-0.01485878,	-130.12117383,	0.01943129,	-0.01252165
1005807404.21110558,	0.00508925,	166.24848449,	0.02140937,	-0.02079568
1005812406.71235621,	-0.00719386,	-166.59325685,	0.03102640,	-0.03018089
1005817409.21360683,	-0.02157803,	-82.11595377,	0.02178394,	0.00298807
1005822411.71485746,	-0.06657343,	-93.16473492,	0.06667512,	-0.00368093
1005827414.21610808,	-0.00107035,	-176.96916448,	0.02024370,	-0.02021538
1005832416.71735871,	0.01671231,	146.74080877,	0.03047314,	-0.02548159
1005837419.21860933,	-0.04846403,	-70.25485718,	0.05149149,	0.01739573
1005842421.71985996,	-0.01145833,	-30.63960079,	0.02248335,	0.01934445
1005847424.22111058,	-0.00351421,	-11.61662657,	0.01745221,	0.01709473
1005852426.72236121,	-0.02452738,	-136.24030693,	0.03546288,	-0.02561296
1005857429.22361183,	-0.00524803,	-143.18371644,	0.00875764,	-0.00701103
1005862431.72486246,	0.02550939,	49.18639751,	0.03370513,	0.02202968
1005867434.22611308,	-0.04652888,	-100.72427559,	0.04735599,	-0.00881214
1005872436.72736371,	-0.03559924,	-98.72951463,	0.03601646,	-0.00546622
1005877439.22861433,	-0.05147690,	-129.25321897,	0.06647695,	-0.04206321
1005882441.72986495,	-0.04412245,	-98.04122913,	0.04456059,	-0.00623339
1005887444.23111558,	-0.00412198,	-108.99150099,	0.00435927,	-0.00141863
1005892446.73236620,	0.04745349,	119.29297203,	0.05441107,	-0.02662200
1005897449.23361683,	0.00114809,	176.75753854,	0.02029805,	-0.02026556
1005902451.73486745,	-0.03386118,	-26.49309533,	0.07590661,	0.06793552
1005907454.23611808,	-0.00376266,	-30.56610106,	0.00739907,	0.00637092
1005912456.73736870,	-0.03006968,	-69.01493882,	0.03220576,	0.01153367
1005917459.23861933,	0.00404832,	171.12435950,	0.02623833,	-0.02592414
1005922461.73986995,	-0.01044784,	-117.52761739,	0.01178167,	-0.00544521
1005927464.24112058,	0.00832821,	19.28596314,	0.02521537,	0.02380033
1005932466.74237120,	0.01324542,	22.52453609,	0.03457620,	0.03193858
1005937469.24362183,	-0.01326095,	-25.21651191,	0.03112607,	0.02815989
1005942471.74487245,	-0.02452821,	-46.94524489,	0.03356802,	0.02291679
1005947474.24612308,	-0.05696679,	-98.19400232,	0.05755436,	-0.00820295
1005952476.74737370,	-0.01365384,	-158.75816947,	0.03768602,	-0.03512562
1005957479.24862432,	0.00860738,	11.96839877,	0.04150691,	0.04060464
1005962481.74987495,	-0.04779015,	-113.76753613,	0.05221893,	-0.02104563
1005967484.25112557,	0.02162308,	136.56729976,	0.03145165,	-0.02283964
1005972486.75237620,	-0.02649725,	-129.66969974,	0.03442376,	-0.02197478
1005977489.25362682,	0.00871313,	120.49569063,	0.01011194,	-0.00513154
1005982491.75487745,	-0.01222977,	-142.90409755,	0.02027646,	-0.01617306
1005987494.25612807,	0.01701635,	136.18771822,	0.02457952,	-0.01773687
1005992496.75737870,	-0.02369391,	-31.14258162,	0.04581459,	0.03921193
1005997499.25862932,	-0.00378750,	-165.27285602,	0.01489874,	-0.01440927
1006002501.75987995,	0.02124936,	128.59472262,	0.02718776,	-0.01695993
1006007504.26113057,	0.01001743,	11.46432517,	0.05040020,	0.04939465
1006012506.76238120,	0.01340533,	119.47978275,	0.01539906,	-0.00757813
1006017509.26363182,	-0.02284542,	-23.16278284,	0.05807990,	0.05339814
1006022511.76488245,	0.00850901,	48.11044950,	0.01143018,	0.00763190
1006027514.26613307,	-0.02443435,	-115.93959530,	0.02717175,	-0.01188556
1006032516.76738369,	-0.02096860,	-110.32463048,	0.02236079,	-0.00776677
1006037519.26863432,	-0.00412698,	-170.34123405,	0.02459760,	-0.02424891
1006042521.76988494,	-0.02841724,	-52.57860691,	0.03578151,	0.02174344
1006047524.27113557,	-0.03032298,	-106.17353726,	0.03157254,	-0.00879445
1006052526.77238619,	-0.08272006,	-104.88384506,	0.08559179,	-0.02198513
1006057529.27363682,	-0.00443585,	-172.30875968,	0.03314422,	-0.03284604
1006062531.77488744,	-0.04212348,	-56.52294260,	0.05050131,	0.02785667
1006067534.27613807,	-0.01405366,	-134.53746880,	0.01971635,	-0.01382857
1006072536.77738869,	-0.00639398,	-45.21349712,	0.00900895,	0.00634651
1006077539.27863932,	-0.03361720,	-105.39263356,	0.03486793,	-0.00925507
1006082541.77988994,	-0.03405976,	-117.62936484,	0.03844364,	-0.01782824
1006087544.28114057,	-0.00507723,	-170.28207144,	0.03007877,	-0.02964716
1006092546.78239119,	-0.02121581,	-110.15734631,	0.02260006,	-0.00778797
1006097549.28364181,	-0.03263052,	-120.74823054,	0.03796797,	-0.01941175
1006102551.78489244,	0.02438483,	88.32399764,	0.02439527,	0.00071350
1006107554.28614306,	0.01900347,	103.65067959,	0.01955587,	-0.00461522
1006112556.78739369,	-0.02505880,	-37.58664904,	0.04108266,	0.03255521
1006117559.28864431,	0.00024188,	178.55782958,	0.00961059,	-0.00960755
1006122561.78989494,	-0.03513811,	-48.00541684,	0.04727897,	0.03163248
1006127564.29114556,	-0.01267875,	-160.88940245,	0.03872643,	-0.03659215
1006132566.79239619,	0.03530655,	42.76195071,	0.05200140,	0.03817844
1006137569.29364681,	-0.03283997,	-86.77960509,	0.03289191,	0.00184777
1006142571.79489744,	0.00989724,	167.56287632,	0.04595499,	-0.04487656
1006147574.29614806,	-0.04067258,	-118.25016046,	0.04617217,	-0.02185431
1006152576.79739869,	0.01333745,	155.07322943,	0.03164586,	-0.02869796
1006157579.29864931,	0.01503832,	126.02005946,	0.01859312,	-0.01093403
1006162581.79989994,	0.06787071,	38.29266091,	0.10952567,	0.08596186
1006167584.30115056,	0.00875231,	55.84290808,	0.01057679,	0.00593848
1006172586.80240118,	0.01148708,	114.55905619,	0.01262964,	-0.00524927
1006177589.30365181,	0.00314542,	76.88394448,	0.00322968,	0.00073289
1006182591.80490243,	-0.05519821,	-53.08341808,	0.06903998,	0.04146898
1006187594.30615306,	-0.00784615,	-29.11841021,	0.01612391,	0.01408610
1006192596.80740368,	-0.00863151,	-155.52253499,	0.02083219,	-0.01895988
1006197599.30865431,	0.04863781,	37.79754622,	0.07936031,	0.06270903
1006202601.80990493,	0.00462756,	42.18061663,	0.00689169,	0.00510696
1006207604.31115556,	-0.01827604,	-71.33590973,	0.01929051,	0.00617333
1006212606.81240618,	0.04815161,	82.95843135,	0.04851755,	0.00594774
1006217609.31365681,	0.01119756,	10.54562887,	0.06118265,	0.06014924
1006222611.81490743,	-0.02374686,	-163.31600951,	0.08271490,	-0.07923283
1006227614.31615806,	-0.07084548,	-83.95863834,	0.07124114,	0.00749787
1006232616.81740868,	-0.02073476,	-136.17495532,	0.02994368,	-0.02160309
1006237619.31865931,	-0.00474725,	-175.77767140,	0.06447721,	-0.06430221
1006242621.81990993,	-0.00836131,	-151.26533909,	0.01739208,	-0.01525034
1006247624.32116055,	-0.04094788,	-94.63191316,	0.04108205,	-0.00331754
1006252626.82241118,	-0.02444576,	-153.27289798,	0.05435513,	-0.04854776
1006257629.32366180,	-0.01462953,	-153.14036953,	0.03238010,	-0.02888680
1006262631.82491243,	0.01854268,	65.03917240,	0.02045306,	0.00863116
1006267634.32616305,	0.02391723,	132.98268381,	0.03269348,	-0.02228967
1006272636.82741368,	0.01053192,	81.64015531,	0.01064503,	0.00154768
1006277639.32866430,	0.04493237,	108.71020746,	0.04743940,	-0.01521769
1006282641.82991493,	-0.00614010,	-105.70152419,	0.00637810,	-0.00172608
1006287644.33116555,	-0.03312834,	-131.17589228,	0.04401314,	-0.02897705
1006292646.83241618,	0.02947801,	85.34262469,	0.02957566,	0.00240146
1006297649.33366680,	-0.01483603,	-129.42938806,	0.01920750,	-0.01219920
