Frequency,	Imag,	phase,	LinMag,	Real
1041707852.86593294,	0.00382029,	162.27805561,	0.01255033,	-0.01195475
1041712855.36718357,	0.01016309,	157.63042751,	0.02670427,	-0.02469473
1041717857.86843419,	0.02318187,	90.47128649,	0.02318266,	-0.00019069
1041722860.36968482,	0.00183314,	176.45417755,	0.02964008,	-0.02958334
1041727862.87093544,	-0.01785819,	-21.03586511,	0.04975087,	0.04643527
1041732865.37218606,	-0.05926866,	-110.32504690,	0.06320391,	-0.02195360
1041737867.87343669,	-0.01293021,	-123.15901260,	0.01544540,	-0.00844809
1041742870.37468731,	-0.00929902,	-137.46554812,	0.01375527,	-0.01013586
1041747872.87593794,	-0.02796429,	-137.43190595,	0.04133879,	-0.03044494
1041752875.37718856,	0.00368890,	167.97955408,	0.01771291,	-0.01732452
1041757877.87843919,	-0.01459530,	-153.15706118,	0.03232292,	-0.02884005
1041762880.37968981,	-0.00809438,	-18.94608415,	0.02493047,	0.02357985
1041767882.88094044,	0.04706825,	59.00786362,	0.05490686,	0.02827267
1041772885.38219106,	0.00221338,	175.08223427,	0.02581926,	-0.02572421
1041777887.88344169,	-0.03086521,	-121.17668102,	0.03607540,	-0.01867547
1041782890.38469231,	-0.01400842,	-53.67060671,	0.01738827,	0.01030127
1041787892.88594294,	0.03233372,	155.15295097,	0.07694889,	-0.06982594
1041792895.38719356,	0.06051440,	66.78259214,	0.06584698,	0.02595827
1041797897.88844418,	-0.00779487,	-55.77901661,	0.00942691,	0.00530156
1041802900.38969481,	-0.00767346,	-142.42756396,	0.01258431,	-0.00997411
1041807902.89094543,	-0.00890966,	-24.83990972,	0.02120922,	0.01924706
1041812905.39219606,	-0.03137384,	-145.55381047,	0.05546687,	-0.04574119
1041817907.89344668,	0.01778635,	104.62690225,	0.01838210,	-0.00464192
1041822910.39469731,	-0.02687110,	-83.67606850,	0.02703561,	0.00297796
1041827912.89594793,	-0.00214539,	-5.84522346,	0.02106596,	0.02095643
1041832915.39719856,	-0.01297996,	-36.60067243,	0.02176990,	0.01747711
1041837917.89844918,	-0.02401637,	-109.47313485,	0.02547351,	-0.00849197
1041842920.39969981,	0.03088383,	91.97892870,	0.03090226,	-0.00106712
1041847922.90095043,	-0.01646233,	-120.34741332,	0.01907619,	-0.00963809
1041852925.40220106,	-0.02925893,	-65.33397175,	0.03219669,	0.01343659
1041857927.90345168,	0.01177108,	130.84954294,	0.01556137,	-0.01017830
1041862930.40470231,	0.02824504,	56.01984259,	0.03406172,	0.01903729
1041867932.90595293,	-0.03061475,	-112.90836029,	0.03323613,	-0.01293744
1041872935.40720355,	-0.00192723,	-2.36573527,	0.04668887,	0.04664907
1041877937.90845418,	-0.04956122,	-121.69610465,	0.05824928,	-0.03060498
1041882940.40970480,	0.02345963,	55.12566788,	0.02859507,	0.01635004
1041887942.91095543,	0.00386214,	169.24864132,	0.02070326,	-0.02033984
1041892945.41220605,	-0.03690935,	-134.78186935,	0.05200010,	-0.03662938
1041897947.91345668,	-0.05093129,	-81.28199139,	0.05152661,	0.00780997
1041902950.41470730,	-0.09376457,	-105.92976807,	0.09750903,	-0.02676222
1041907952.91595793,	0.03866332,	133.43493225,	0.05324384,	-0.03660676
1041912955.41720855,	-0.03070699,	-62.63750735,	0.03457541,	0.01589150
1041917957.91845918,	-0.03479811,	-100.35372218,	0.03537411,	-0.00635760
1041922960.41970980,	0.00985086,	29.30333469,	0.02012709,	0.01755164
1041927962.92096043,	-0.03123292,	-114.00316808,	0.03418953,	-0.01390786
1041932965.42221105,	-0.01858312,	-112.73984262,	0.02014933,	-0.00778867
1041937967.92346168,	-0.03721294,	-141.10484317,	0.05926597,	-0.04612648
1041942970.42471230,	-0.03996830,	-77.32216578,	0.04096710,	0.00899100
1041947972.92596292,	0.02904086,	75.71337309,	0.02996766,	0.00739520
1041952975.42721355,	-0.00602796,	-174.50215244,	0.06291689,	-0.06262746
1041957977.92846417,	-0.02718643,	-134.05523580,	0.03782882,	-0.02630433
1041962980.42971480,	-0.05084880,	-105.16498395,	0.05268342,	-0.01378195
1041967982.93096542,	0.00574608,	125.95923950,	0.00709887,	-0.00416853
1041972985.43221617,	-0.04008944,	-126.95293259,	0.05016638,	-0.03015796
1041977987.93346679,	-0.03396006,	-74.83606972,	0.03518516,	0.00920379
1041982990.43471742,	0.01829890,	155.96792549,	0.04493307,	-0.04103816
1041987992.93596804,	0.00018888,	179.56405009,	0.02482381,	-0.02482310
1041992995.43721867,	-0.05143115,	-96.87118529,	0.05180322,	-0.00619761
1041997997.93846929,	-0.00276004,	-41.02665803,	0.00420475,	0.00317208
1042003000.43971992,	0.00679705,	165.56478084,	0.02726617,	-0.02640538
1042008002.94097054,	-0.02261545,	-45.16566957,	0.03189100,	0.02248504
1042013005.44222116,	-0.02212922,	-156.08373721,	0.05458600,	-0.04989919
1042018007.94347179,	-0.01702428,	-111.25449074,	0.01826680,	-0.00662192
1042023010.44472241,	-0.01568798,	-117.81785663,	0.01773785,	-0.00827758
1042028012.94597304,	-0.02352715,	-119.93881502,	0.02715009,	-0.01354993
1042033015.44722366,	-0.00840408,	-109.67422731,	0.00892511,	-0.00300483
1042038017.94847429,	-0.05124503,	-71.93285688,	0.05390278,	0.01671694
1042043020.44972491,	-0.03170239,	-91.77200436,	0.03171756,	-0.00098078
1042048022.95097554,	0.04505972,	96.17509379,	0.04532269,	-0.00487523
1042053025.45222616,	0.02330468,	120.77147776,	0.02712324,	-0.01387666
1042058027.95347679,	-0.03491919,	-79.71480040,	0.03548946,	0.00633657
1042063030.45472741,	-0.02115402,	-143.49302920,	0.03555773,	-0.02858075
1042068032.95597804,	0.01488000,	85.63125192,	0.01492336,	0.00113679
1042073035.45722866,	0.00678081,	47.14522929,	0.00924976,	0.00629115
1042078037.95847928,	-0.03706442,	-41.19449789,	0.05627612,	0.04234655
1042083040.45972991,	-0.02847511,	-67.49612214,	0.03082210,	0.01179704
1042088042.96098053,	-0.01492904,	-58.78549955,	0.01745611,	0.00904651
1042093045.46223116,	-0.00913829,	-37.16323900,	0.01512742,	0.01205531
1042098047.96348178,	-0.01583428,	-63.09751125,	0.01775586,	0.00803405
1042103050.46473241,	0.02826399,	87.20674241,	0.02829761,	0.00137901
1042108052.96598303,	-0.05327617,	-114.72185546,	0.05865167,	-0.02452892
1042113055.46723366,	0.04273732,	62.42522422,	0.04821408,	0.02231858
1042118057.96848428,	0.03997227,	147.71872856,	0.07484379,	-0.06327567
1042123060.46973491,	0.03104630,	96.57144544,	0.03125162,	-0.00357650
1042128062.97098553,	0.01471259,	83.32339428,	0.01481305,	0.00172224
1042133065.47223616,	0.01467181,	53.83065776,	0.01817446,	0.01072609
1042138067.97348678,	-0.03599635,	-37.37768409,	0.05929558,	0.04711930
1042143070.47473741,	-0.03250788,	-147.91419398,	0.06119836,	-0.05185053
1042148072.97598803,	-0.01948994,	-27.12261691,	0.04275082,	0.03804964
1042153075.47723865,	-0.02676536,	-62.00429614,	0.03031243,	0.01422882
1042158077.97848928,	-0.02047827,	-71.95073006,	0.02153815,	0.00667327
1042163080.47973990,	0.00413958,	15.41646066,	0.01557210,	0.01501180
1042168082.98099053,	-0.01131092,	-35.47906997,	0.01948797,	0.01586959
1042173085.48224115,	0.00469161,	39.26258184,	0.00741317,	0.00573968
1042178087.98349178,	-0.00956952,	-155.76593816,	0.02331385,	-0.02125934
1042183090.48474240,	-0.04327771,	-101.93818621,	0.04423445,	-0.00915017
1042188092.98599303,	0.02736794,	103.09476790,	0.02809859,	-0.00636608
1042193095.48724365,	-0.01926482,	-159.12817886,	0.05407237,	-0.05052413
1042198097.98849428,	-0.05847200,	-75.26273187,	0.06046102,	0.01538050
1042203100.48974490,	-0.03335100,	-96.99350305,	0.03360100,	-0.00409115
1042208102.99099553,	-0.01268473,	-162.49334409,	0.04216765,	-0.04021453
1042213105.49224615,	0.02325828,	112.75169058,	0.02522072,	-0.00975381
1042218107.99349678,	-0.01766395,	-42.26550846,	0.02626348,	0.01943592
1042223110.49474740,	-0.01581672,	-74.25509149,	0.01643331,	0.00445926
1042228112.99599802,	0.00616479,	6.23656144,	0.05674844,	0.05641260
1042233115.49724865,	-0.05440558,	-108.32733366,	0.05731274,	-0.01802173
1042238117.99849927,	-0.00169154,	-11.03176989,	0.00883988,	0.00867653
1042243120.49974990,	-0.05521607,	-77.97410429,	0.05645506,	0.01176262
1042248123.00100052,	-0.00242554,	-154.30262100,	0.00559372,	-0.00504048
1042253125.50225115,	0.02335141,	40.51134954,	0.03594744,	0.02733002
1042258128.00350177,	0.01032875,	16.17203878,	0.03708409,	0.03561666
1042263130.50475240,	0.00583004,	155.99134922,	0.01432884,	-0.01308917
1042268133.00600302,	0.02781931,	67.65115413,	0.03007864,	0.01143725
1042273135.50725365,	-0.07399624,	-88.96220451,	0.07400838,	0.00134044
1042278138.00850427,	-0.02327134,	-72.40722787,	0.02441317,	0.00737887
1042283140.50975490,	-0.02084424,	-94.90467373,	0.02092085,	-0.00178869
1042288143.01100552,	0.01009091,	171.79940224,	0.07074425,	-0.07002087
1042293145.51225615,	-0.06446984,	-97.58675457,	0.06503919,	-0.00858695
1042298148.01350677,	-0.01431785,	-136.29194939,	0.02072096,	-0.01497856
1042303150.51475739,	0.01321649,	21.01988452,	0.03684636,	0.03439446
1042308153.01600802,	-0.01894520,	-122.51902822,	0.02246787,	-0.01207827
1042313155.51725864,	0.03598260,	148.04588943,	0.06798921,	-0.05768696
1042318158.01850927,	0.04962675,	114.61198655,	0.05458594,	-0.02273346
1042323160.51975989,	-0.00015979,	-179.50445839,	0.01847530,	-0.01847461
1042328163.02101052,	-0.01009217,	-140.12839276,	0.01574271,	-0.01208226
1042333165.52226114,	-0.03870588,	-79.66445944,	0.03934428,	0.00705886
1042338168.02351177,	-0.06125691,	-92.95831935,	0.06133865,	-0.00316566
1042343170.52476239,	-0.03535072,	-77.32816020,	0.03623327,	0.00794837
1042348173.02601302,	-0.02396153,	-144.13460533,	0.04089816,	-0.03314369
1042353175.52726364,	-0.04284919,	-44.20683077,	0.06145451,	0.04405228
1042358178.02851427,	0.00456774,	78.27203977,	0.00466513,	0.00094826
1042363180.52976489,	-0.03634265,	-63.12913635,	0.04074162,	0.01841445
1042368183.03101552,	-0.00493910,	-31.00040549,	0.00958967,	0.00821992
1042373185.53226614,	0.00686306,	166.66055597,	0.02974631,	-0.02894376
1042378188.03351676,	0.00413229,	171.18950412,	0.02697904,	-0.02666069
1042383190.53476739,	0.00617648,	169.81146806,	0.03491751,	-0.03436689
1042388193.03601801,	-0.01587039,	-116.49775786,	0.01773324,	-0.00791191
1042393195.53726864,	-0.03131795,	-126.98875769,	0.03920852,	-0.02359013
1042398198.03851926,	0.01150866,	54.27985758,	0.01417535,	0.00827595
1042403200.53976989,	0.02597369,	51.91625598,	0.03299881,	0.02035408
1042408203.04102051,	-0.02418251,	-106.74149329,	0.02525287,	-0.00727419
1042413205.54227114,	-0.00016715,	-179.83290388,	0.05731407,	-0.05731383
1042418208.04352176,	-0.04492231,	-57.19598885,	0.05344530,	0.02895490
1042423210.54477239,	-0.01633279,	-144.22965425,	0.02794137,	-0.02267069
1042428213.04602301,	0.00268944,	175.71314858,	0.03597915,	-0.03587849
1042433215.54727364,	-0.00036550,	-178.35895989,	0.01276299,	-0.01275776
1042438218.04852426,	-0.01159346,	-127.33481518,	0.01458105,	-0.00884299
1042443220.54977488,	-0.01313032,	-42.63361154,	0.01938606,	0.01426232
1042448223.05102551,	-0.03446353,	-45.41926298,	0.04838602,	0.03396281
1042453225.55227613,	-0.04881022,	-55.42696567,	0.05927862,	0.03363802
1042458228.05352676,	-0.03034873,	-125.40737061,	0.03723527,	-0.02157360
1042463230.55477738,	-0.06475525,	-100.50117039,	0.06585829,	-0.01200304
1042468233.05602801,	-0.06339912,	-78.85709465,	0.06461727,	0.01248772
1042473235.55727863,	0.00145396,	174.40557337,	0.01491454,	-0.01484350
1042478238.05852926,	-0.04513577,	-115.54791094,	0.05002718,	-0.02157501
1042483240.55977988,	0.00473175,	176.21261215,	0.07163429,	-0.07147785
1042488243.06103051,	-0.02309195,	-147.58397840,	0.04307694,	-0.03636460
1042493245.56228113,	0.00753026,	18.28858369,	0.02399676,	0.02278464
1042498248.06353176,	-0.00602063,	-169.21018194,	0.03216031,	-0.03159173
1042503250.56478238,	0.02963033,	72.44318713,	0.03107800,	0.00937472
1042508253.06603301,	0.03230436,	143.75526145,	0.05463873,	-0.04406608
1042513255.56728363,	0.00010323,	0.65163077,	0.00907711,	0.00907652
1042518258.06853425,	0.05810674,	138.98806706,	0.08854816,	-0.06681605
1042523260.56978488,	-0.00756119,	-137.28688696,	0.01114681,	-0.00819022
1042528263.07103550,	0.00406847,	175.22736338,	0.04889876,	-0.04872922
1042533265.57228613,	-0.00821468,	-54.69825119,	0.01006553,	0.00581670
1042538268.07353675,	0.01608600,	44.70523262,	0.02286699,	0.01625237
1042543270.57478738,	-0.01020548,	-58.32513282,	0.01199176,	0.00629685
1042548273.07603800,	-0.01083152,	-35.44494751,	0.01867760,	0.01521614
1042553275.57728863,	-0.01650779,	-144.41656143,	0.02836936,	-0.02307192
1042558278.07853925,	-0.02600464,	-142.11620362,	0.04234856,	-0.03342393
1042563280.57978988,	-0.00997553,	-166.66573646,	0.04325307,	-0.04208701
1042568283.08104050,	-0.00288294,	-175.24640816,	0.03478836,	-0.03466870
1042573285.58229113,	0.01809510,	51.21160361,	0.02321477,	0.01454280
1042578288.08354175,	-0.00734734,	-15.53680487,	0.02743006,	0.02642773
1042583290.58479238,	-0.05265285,	-62.72994454,	0.05923659,	0.02714132
1042588293.08604300,	0.00738594,	22.42614431,	0.01936067,	0.01789646
1042593295.58729362,	0.00678459,	8.39090660,	0.04649334,	0.04599565
1042598298.08854425,	-0.02833801,	-60.33567315,	0.03261217,	0.01614034
1042603300.58979487,	-0.02770069,	-31.61549976,	0.05284211,	0.04499955
1042608303.09104550,	-0.00736583,	-165.81578813,	0.03005966,	-0.02914323
1042613305.59229612,	-0.04636724,	-132.26717317,	0.06265702,	-0.04214240
1042618308.09354675,	0.01578946,	60.93825387,	0.01806375,	0.00877450
1042623310.59479737,	-0.00363630,	-144.33176112,	0.00623625,	-0.00506637
1042628313.09604800,	-0.01660728,	-142.86937483,	0.02751215,	-0.02193438
1042633315.59729862,	-0.03677168,	-46.09922001,	0.05103339,	0.03538715
1042638318.09854925,	-0.01359234,	-78.76574750,	0.01385788,	0.00269980
1042643320.59979987,	-0.05104389,	-114.06469801,	0.05590264,	-0.02279530
1042648323.10105050,	0.01740031,	108.51707731,	0.01835033,	-0.00582783
1042653325.60230112,	-0.02129444,	-43.33360718,	0.03103037,	0.02257057
1042658328.10355175,	-0.05490740,	-86.73965709,	0.05499642,	0.00312781
1042663330.60480237,	0.00421323,	163.01976950,	0.01442682,	-0.01379789
1042668333.10605299,	-0.01513307,	-158.21493198,	0.04077610,	-0.03786398
1042673335.60730362,	0.04054678,	46.79948108,	0.05562260,	0.03807665
1042678338.10855424,	-0.01681557,	-89.34810157,	0.01681666,	0.00019133
1042683340.60980487,	-0.03862050,	-105.74806767,	0.04012668,	-0.01089070
1042688343.11105549,	0.05791459,	112.23744280,	0.06256819,	-0.02367867
1042693345.61230612,	-0.02481715,	-20.77626437,	0.06996271,	0.06541322
1042698348.11355674,	-0.01651201,	-64.27141598,	0.01832915,	0.00795684
1042703350.61480737,	0.03367270,	117.75964751,	0.03805215,	-0.01772330
1042708353.11605799,	-0.03074067,	-111.43030573,	0.03302386,	-0.01206590
1042713355.61730862,	-0.10311276,	-99.98336602,	0.10469808,	-0.01815070
1042718358.11855924,	-0.00671116,	-37.86930474,	0.01093267,	0.00863039
1042723360.61980987,	-0.01912285,	-159.63439441,	0.05494924,	-0.05151442
1042728363.12106049,	-0.01389528,	-72.31416914,	0.01458460,	0.00443076
1042733365.62231112,	-0.03911686,	-61.83606898,	0.04437026,	0.02094258
1042738368.12356174,	-0.01295672,	-119.09267051,	0.01482743,	-0.00720944
1042743370.62481236,	-0.03417054,	-39.26236671,	0.05399278,	0.04180424
1042748373.12606299,	-0.01142284,	-151.29497763,	0.02378270,	-0.02085990
1042753375.62731361,	0.00553216,	91.96082216,	0.00553540,	-0.00018940
1042758378.12856424,	-0.01388039,	-137.92236836,	0.02071277,	-0.01537380
1042763380.62981486,	0.02017063,	68.93655398,	0.02161488,	0.00776842
1042768383.13106549,	-0.06370915,	-88.73901223,	0.06372459,	0.00140236
1042773385.63231611,	-0.05896217,	-117.93081246,	0.06673599,	-0.03125947
1042778388.13356674,	-0.05752127,	-50.84687643,	0.07417684,	0.04683489
1042783390.63481736,	-0.09185240,	-90.29158056,	0.09185359,	-0.00046744
1042788393.13606799,	-0.03158934,	-80.91799425,	0.03199039,	0.00504962
1042793395.63731861,	-0.00027151,	-179.71779917,	0.05512586,	-0.05512519
1042798398.13856924,	-0.00686396,	-50.77023408,	0.00886111,	0.00560405
1042803400.63981986,	-0.01126905,	-79.05632670,	0.01147778,	0.00217899
1042808403.14107048,	-0.03460256,	-134.00809556,	0.04810978,	-0.03342475
1042813405.64232111,	0.00113591,	1.69138626,	0.03848444,	0.03846767
1042818408.14357173,	0.00274990,	176.45690412,	0.04449735,	-0.04441230
1042823410.64482236,	-0.08063143,	-107.53952857,	0.08456282,	-0.02548417
1042828413.14607298,	0.01957928,	154.74685716,	0.04589413,	-0.04150810
1042833415.64732361,	0.00471117,	137.92397966,	0.00703037,	-0.00521834
1042838418.14857423,	0.03360687,	80.27616142,	0.03409673,	0.00575892
1042843420.64982486,	-0.03803270,	-135.15411601,	0.05393162,	-0.03823785
1042848423.15107548,	-0.00942207,	-171.67580978,	0.06508126,	-0.06439561
1042853425.65232611,	-0.06281026,	-91.73315446,	0.06283900,	-0.00190054
1042858428.15357673,	0.00063427,	178.59100037,	0.02579455,	-0.02578676
1042863430.65482736,	0.00574092,	99.71553644,	0.00582445,	-0.00098292
1042868433.15607798,	-0.03618737,	-46.84414693,	0.04960600,	0.03392977
1042873435.65732861,	0.02212396,	89.72666452,	0.02212421,	0.00010555
1042878438.15857935,	-0.00753272,	-132.21930521,	0.01017141,	-0.00683488
1042883440.65982985,	-0.03688598,	-126.97712061,	0.04617236,	-0.02777249
1042888443.16108060,	-0.03333041,	-130.98682576,	0.04415440,	-0.02896023
1042893445.66233122,	-0.02965340,	-56.31033611,	0.03563878,	0.01976863
1042898448.16358185,	0.01257335,	168.48690774,	0.06299532,	-0.06172780
1042903450.66483247,	-0.01111797,	-42.70821823,	0.01639178,	0.01204496
1042908453.16608310,	-0.01632013,	-72.84498143,	0.01708002,	0.00503789
1042913455.66733372,	-0.02666342,	-95.75697360,	0.02679858,	-0.00268814
1042918458.16858435,	0.00138310,	173.77253375,	0.01275031,	-0.01267508
1042923460.66983497,	0.03070236,	57.57198729,	0.03637437,	0.01950537
1042928463.17108560,	0.02857569,	147.46733422,	0.05313636,	-0.04479846
1042933465.67233622,	-0.03886461,	-75.58695723,	0.04012756,	0.00998817
1042938468.17358685,	0.00479388,	10.80572425,	0.02557016,	0.02511677
1042943470.67483747,	0.05107892,	106.07358325,	0.05315699,	-0.01471766
1042948473.17608809,	-0.01487272,	-139.56911992,	0.02293297,	-0.01745632
1042953475.67733872,	0.02959296,	147.60870723,	0.05524182,	-0.04664671
1042958478.17858934,	-0.01572932,	-21.48546683,	0.04294518,	0.03996094
1042963480.67983997,	-0.01188471,	-25.85148943,	0.02725601,	0.02452843
1042968483.18109059,	-0.01749467,	-51.56762448,	0.02233336,	0.01388221
1042973485.68234122,	0.01149502,	126.50535118,	0.01430083,	-0.00850753
1042978488.18359184,	0.01350236,	165.87569692,	0.05533155,	-0.05365880
1042983490.68484247,	-0.02611378,	-76.30144967,	0.02687833,	0.00636515
1042988493.18609309,	0.00302699,	175.27430881,	0.03674177,	-0.03661687
1042993495.68734372,	-0.01291024,	-162.05397816,	0.04189991,	-0.03986136
1042998498.18859434,	0.00217969,	175.42479698,	0.02732548,	-0.02723841
1043003500.68984497,	-0.00395035,	-10.08904682,	0.02255041,	0.02220171
1043008503.19109559,	0.00653821,	149.09392978,	0.01272937,	-0.01092193
1043013505.69234621,	-0.02684192,	-117.88145986,	0.03036702,	-0.01420095
1043018508.19359684,	0.02229841,	130.55441114,	0.02934816,	-0.01908129
1043023510.69484746,	-0.03391899,	-47.57632577,	0.04594969,	0.03099800
1043028513.19609809,	0.00502838,	13.10655496,	0.02217463,	0.02159698
1043033515.69734871,	0.01139350,	67.89793878,	0.01229716,	0.00462690
1043038518.19859934,	-0.00536633,	-11.56158344,	0.02677530,	0.02623203
1043043520.69984996,	-0.05428714,	-107.67931621,	0.05697815,	-0.01730364
1043048523.20110059,	-0.03172249,	-53.20547934,	0.03961406,	0.02372673
1043053525.70235121,	0.04924373,	115.53447998,	0.05457421,	-0.02352444
1043058528.20360184,	0.03486893,	105.50183021,	0.03618528,	-0.00967121
1043063530.70485246,	-0.06067958,	-100.43766376,	0.06170056,	-0.01117802
1043068533.20610309,	-0.00739091,	-145.38475453,	0.01301074,	-0.01070764
1043073535.70735371,	0.02204491,	80.37310080,	0.02235979,	0.00373926
1043078538.20860434,	0.01478664,	22.19926774,	0.03913581,	0.03623488
1043083540.70985496,	0.01108502,	22.69271194,	0.02873340,	0.02650907
1043088543.21110558,	-0.00808997,	-50.59055415,	0.01047071,	0.00664741
1043093545.71235621,	0.03442637,	75.74129177,	0.03552064,	0.00874875
1043098548.21360683,	0.01405685,	32.28555113,	0.02631682,	0.02224815
1043103550.71485746,	0.01767615,	143.83918414,	0.02995685,	-0.02418608
1043108553.21610808,	-0.00497320,	-15.59848478,	0.01849500,	0.01781382
1043113555.71735871,	0.00812384,	98.08726470,	0.00820545,	-0.00115435
1043118558.21860933,	-0.02050221,	-31.14108787,	0.03964481,	0.03393186
1043123560.71985996,	0.03216086,	143.22965956,	0.05372599,	-0.04303674
1043128563.22111058,	-0.01469081,	-86.77516870,	0.01471411,	0.00082773
1043133565.72236121,	-0.02645775,	-130.64067478,	0.03486747,	-0.02270964
1043138568.22361183,	-0.00598551,	-17.40690481,	0.02000801,	0.01909173
1043143570.72486246,	0.00307559,	6.11526637,	0.02887094,	0.02870665
1043148573.22611308,	-0.02107774,	-58.89806961,	0.02461634,	0.01271587
1043153575.72736371,	-0.02443384,	-148.79416814,	0.04715918,	-0.04033579
1043158578.22861433,	-0.01762413,	-145.15596701,	0.03084676,	-0.02531626
1043163580.72986495,	-0.01478330,	-136.60966243,	0.02151973,	-0.01563818
1043168583.23111558,	0.00398211,	16.85322711,	0.01373515,	0.01314523
1043173585.73236620,	-0.00525069,	-4.89188787,	0.06157299,	0.06134870
1043178588.23361683,	-0.02507954,	-142.47369159,	0.04117302,	-0.03265324
1043183590.73486745,	-0.00671586,	-71.78972345,	0.00706995,	0.00220940
1043188593.23611808,	-0.01147255,	-119.46409877,	0.01317678,	-0.00648137
1043193595.73736870,	0.00864200,	174.03085918,	0.08310191,	-0.08265134
1043198598.23861933,	0.00896747,	27.59508848,	0.01935899,	0.01715678
1043203600.73986995,	-0.00431568,	-12.33174564,	0.02020716,	0.01974093
1043208603.24112058,	0.03913101,	89.92871906,	0.03913104,	0.00004868
1043213605.74237120,	-0.02338722,	-78.39309868,	0.02387545,	0.00480364
1043218608.24362183,	0.00851770,	167.11430350,	0.03819481,	-0.03723295
1043223610.74487245,	-0.04149937,	-71.66060779,	0.04371994,	0.01375626
1043228613.24612308,	-0.05717819,	-95.07974471,	0.05740365,	-0.00508264
1043233615.74737370,	-0.02048261,	-116.16231215,	0.02282061,	-0.01006196
1043238618.24862432,	-0.00122855,	-177.36303559,	0.02670333,	-0.02667506
1043243620.74987495,	-0.02170750,	-43.32558044,	0.03163698,	0.02301485
1043248623.25112557,	-0.02239952,	-134.86483591,	0.03160324,	-0.02229409
1043253625.75237620,	0.01111311,	26.97292634,	0.02450145,	0.02183621
1043258628.25362682,	-0.03989309,	-78.45317107,	0.04071714,	0.00815030
1043263630.75487745,	0.03235725,	31.35850716,	0.06217868,	0.05309610
1043268633.25612807,	0.00989177,	160.53838677,	0.02968940,	-0.02799309
1043273635.75737870,	0.00308527,	10.01773831,	0.01773622,	0.01746581
1043278638.25862932,	-0.00607651,	-161.46801559,	0.01911849,	-0.01812713
1043283640.75987995,	-0.03709510,	-93.65367274,	0.03717065,	-0.00236871
1043288643.26113057,	-0.03017214,	-67.60036571,	0.03263446,	0.01243583
1043293645.76238120,	0.00389331,	158.36956232,	0.01056191,	-0.00981815
1043298648.26363182,	-0.01335869,	-48.74018337,	0.01777067,	0.01171931
1043303650.76488244,	0.01637674,	27.80290409,	0.03511071,	0.03105744
1043308653.26613307,	-0.00104982,	-92.99449443,	0.00105126,	-0.00005492
1043313655.76738369,	0.01156910,	17.67557129,	0.03810303,	0.03630423
1043318658.26863432,	0.00171360,	8.35854263,	0.01178810,	0.01166288
1043323660.76988494,	0.06390481,	97.29356223,	0.06442610,	-0.00817910
1043328663.27113557,	-0.00667041,	-166.58861028,	0.02875904,	-0.02797478
1043333665.77238619,	-0.00300326,	-83.85132431,	0.00302064,	0.00032354
1043338668.27363682,	0.01729562,	149.44172474,	0.03401873,	-0.02929396
1043343670.77488744,	0.03442953,	97.92885887,	0.03476185,	-0.00479517
1043348673.27613807,	0.02965475,	73.51097531,	0.03092664,	0.00877796
1043353675.77738869,	0.04048833,	64.59247728,	0.04482373,	0.01923179
1043358678.27863932,	0.02741938,	32.23052907,	0.05141193,	0.04348982
1043363680.77988994,	-0.00759994,	-51.28077991,	0.00974076,	0.00609289
1043368683.28114057,	0.00468963,	166.54384774,	0.02015304,	-0.01959980
1043373685.78239119,	-0.02521683,	-86.10975295,	0.02527507,	0.00171480
1043378688.28364181,	-0.02554856,	-103.55472358,	0.02628057,	-0.00615948
1043383690.78489244,	0.03169739,	94.25828557,	0.03178514,	-0.00236013
1043388693.28614306,	0.02291849,	81.30957440,	0.02318467,	0.00350310
1043393695.78739369,	-0.06582636,	-97.97923686,	0.06646989,	-0.00922697
1043398698.28864431,	-0.00312839,	-171.76823549,	0.02184973,	-0.02162461
1043403700.78989494,	-0.00129591,	-178.33642763,	0.04463923,	-0.04462041
1043408703.29114556,	-0.04792138,	-79.48644510,	0.04873963,	0.00889343
1043413705.79239619,	-0.02909037,	-69.63685429,	0.03102952,	0.01079732
1043418708.29364681,	-0.00297424,	-7.28533718,	0.02345416,	0.02326481
1043423710.79489744,	0.00488168,	175.44699289,	0.06149660,	-0.06130253
1043428713.29614806,	-0.01409614,	-81.36631386,	0.01425771,	0.00214032
1043433715.79739869,	-0.04100406,	-89.57487622,	0.04100519,	0.00030425
1043438718.29864931,	0.01267089,	39.82521175,	0.01978442,	0.01519447
1043443720.79989994,	-0.03975695,	-69.90013234,	0.04233538,	0.01454887
1043448723.30115056,	-0.07835761,	-76.52860846,	0.08057450,	0.01877062
1043453725.80240118,	-0.03633817,	-136.30689058,	0.05260337,	-0.03803488
1043458728.30365181,	0.01949674,	40.27510124,	0.03015931,	0.02301003
1043463730.80490243,	-0.04326715,	-75.40211235,	0.04471048,	0.01126855
1043468733.30615306,	0.01947360,	82.81814574,	0.01962760,	0.00245382
1043473735.80740368,	-0.07572380,	-58.97060483,	0.08836916,	0.04555234
1043478738.30865431,	-0.03444607,	-69.14780367,	0.03686036,	0.01312075
1043483740.80990493,	-0.07047781,	-93.73131256,	0.07062752,	-0.00459627
1043488743.31115556,	-0.00541408,	-16.57366548,	0.01898025,	0.01819169
1043493745.81240618,	-0.00341004,	-10.36384227,	0.01895536,	0.01864610
1043498748.31365681,	0.01439156,	101.70275323,	0.01469707,	-0.00298107
1043503750.81490743,	0.02840477,	128.83068548,	0.03646302,	-0.02286308
