Frequency,	Imag,	phase,	LinMag,	Real
1071417160.88294148,	-0.08068255,	-88.11252212,	0.08072634,	0.00265886
1071419662.13356674,	0.04768348,	76.83118826,	0.04897128,	0.01115668
1071422163.38419211,	0.04948380,	135.33442827,	0.07039273,	-0.05006486
1071424664.63481736,	-0.04497002,	-88.35322490,	0.04498860,	0.00129287
1071427165.88544273,	-0.02372980,	-90.42409432,	0.02373045,	-0.00017565
1071429667.13606799,	0.00775828,	25.76635908,	0.01784735,	0.01607286
1071432168.38669336,	0.00264751,	8.74304259,	0.01741746,	0.01721507
1071434669.63731861,	0.00098233,	179.57605132,	0.13276142,	-0.13275778
1071437170.88794398,	-0.05687859,	-117.75363130,	0.06427264,	-0.02992988
1071439672.13856924,	-0.02708811,	-57.15980247,	0.03224059,	0.01748400
1071442173.38919461,	-0.04723119,	-104.79940312,	0.04885179,	-0.01247849
1071444674.63981986,	-0.07653649,	-155.10778586,	0.18183466,	-0.16494244
1071447175.89044523,	-0.15640481,	-89.26159024,	0.15641780,	0.00201581
1071449677.14107048,	0.02316983,	170.72388612,	0.14374022,	-0.14186053
1071452178.39169586,	0.02802580,	34.08990088,	0.05000206,	0.04140966
1071454679.64232111,	0.01172780,	163.73993207,	0.04188534,	-0.04020995
1071457180.89294648,	-0.04610515,	-154.33695826,	0.10645930,	-0.09595779
1071459682.14357173,	-0.08209614,	-73.50141511,	0.08562145,	0.02431578
1071462183.39419711,	-0.01419308,	-163.10715942,	0.04884352,	-0.04673592
1071464684.64482236,	0.00363328,	177.17320662,	0.07367212,	-0.07358247
1071467185.89544773,	-0.17921478,	-79.40564151,	0.18232275,	0.03352087
1071469687.14607298,	-0.10677976,	-118.10700408,	0.12105598,	-0.05703186
1071472188.39669836,	0.00592849,	29.94658355,	0.01187616,	0.01029059
1071474689.64732361,	-0.02759889,	-133.17881010,	0.03784705,	-0.02589788
1071477190.89794898,	-0.04956035,	-116.80592296,	0.05552736,	-0.02504116
1071479692.14857423,	0.08000948,	122.51642746,	0.09488370,	-0.05100392
1071482193.39919960,	0.05598794,	117.31494369,	0.06301418,	-0.02891603
1071484694.64982486,	-0.03560178,	-48.97386885,	0.04719153,	0.03097667
1071487195.90045023,	0.02039003,	159.05818461,	0.05704786,	-0.05327950
1071489697.15107548,	-0.00161951,	-178.84722914,	0.08049934,	-0.08048305
1071492198.40170085,	-0.03541351,	-149.42919095,	0.06962902,	-0.05995067
1071494699.65232611,	-0.06069202,	-156.96013959,	0.15507525,	-0.14270534
1071497200.90295148,	0.06033620,	75.63586536,	0.06228326,	0.01545145
1071499702.15357673,	-0.05356902,	-125.65556640,	0.06592820,	-0.03843029
1071502203.40420210,	-0.09924769,	-93.90294511,	0.09947841,	-0.00677115
1071504704.65482736,	-0.08087531,	-124.80305990,	0.09849406,	-0.05621621
1071507205.90545273,	-0.00385705,	-6.82675648,	0.03244830,	0.03221824
1071509707.15607798,	-0.03788991,	-91.93461436,	0.03791151,	-0.00127985
1071512208.40670335,	-0.05069792,	-141.88988397,	0.08214515,	-0.06463394
1071514709.65732861,	-0.02569846,	-146.24311090,	0.04624768,	-0.03845045
1071517210.90795398,	0.00789190,	175.97340102,	0.11238893,	-0.11211150
1071519712.15857923,	-0.07122993,	-64.39977264,	0.07898370,	0.03412801
1071522213.40920460,	-0.02685468,	-103.43555413,	0.02761033,	-0.00641530
1071524714.65982985,	-0.01353946,	-80.24116888,	0.01373825,	0.00232865
1071527215.91045523,	-0.03762449,	-69.15943454,	0.04025843,	0.01432269
1071529717.16108060,	0.02690307,	15.09152299,	0.10332962,	0.09976590
1071532218.41170585,	-0.04837641,	-113.63965729,	0.05280775,	-0.02117502
1071534719.66233122,	-0.09114370,	-86.33622671,	0.09133036,	0.00583613
1071537220.91295648,	0.03755639,	30.81199629,	0.07332044,	0.06297146
1071539722.16358185,	0.00187783,	176.99514970,	0.03582239,	-0.03577314
1071542223.41420710,	0.00136010,	0.77008653,	0.10119711,	0.10118797
1071544724.66483247,	-0.01980419,	-169.18180243,	0.10551357,	-0.10363835
1071547225.91545773,	-0.13461965,	-98.07047582,	0.13596624,	-0.01908845
1071549727.16608310,	-0.05497472,	-113.12465782,	0.05977771,	-0.02347668
1071552228.41670835,	-0.10957857,	-111.58317445,	0.11784105,	-0.04334801
1071554729.66733372,	0.03907384,	119.63556623,	0.04495441,	-0.02222912
1071557230.91795897,	0.02858168,	82.53923230,	0.02882572,	0.00374294
1071559732.16858435,	0.00947397,	169.75748598,	0.05327993,	-0.05243086
1071562233.41920960,	-0.02788216,	-130.04838492,	0.03642339,	-0.02343606
1071564734.66983497,	-0.03370356,	-28.12250185,	0.07150306,	0.06306154
1071567235.92046022,	-0.10443478,	-58.28656259,	0.12276510,	0.06453408
1071569737.17108560,	0.00816297,	79.42125952,	0.00830411,	0.00152452
1071572238.42171085,	-0.03804339,	-54.93767601,	0.04647784,	0.02669999
1071574739.67233622,	-0.04285818,	-29.57825633,	0.08682568,	0.07551076
1071577240.92296147,	-0.06176236,	-62.62006884,	0.06955404,	0.03198712
1071579742.17358685,	0.01011086,	119.83023132,	0.01165513,	-0.00579763
1071582243.42421210,	-0.12575005,	-74.25890009,	0.13064976,	0.03544410
1071584744.67483747,	-0.10160064,	-59.62175135,	0.11776975,	0.05955691
1071587245.92546272,	-0.02297793,	-163.34735393,	0.08018293,	-0.07682003
1071589747.17608809,	-0.01986972,	-69.22478717,	0.02125151,	0.00753796
1071592248.42671335,	-0.03271748,	-151.51360640,	0.06859730,	-0.06029225
1071594749.67733872,	-0.09633861,	-92.05907770,	0.09640085,	-0.00346368
1071597250.92796397,	-0.07932024,	-143.54221207,	0.13348399,	-0.10736049
1071599752.17858934,	-0.02615304,	-105.65575541,	0.02716069,	-0.00732950
1071602253.42921460,	0.00616377,	176.86736536,	0.11279139,	-0.11262285
1071604754.67983997,	-0.09647448,	-65.04302769,	0.10641057,	0.04489861
1071607255.93046522,	-0.02295104,	-157.94666087,	0.06112624,	-0.05665392
1071609757.18109059,	0.09424139,	131.35090886,	0.12554179,	-0.08294156
1071612258.43171585,	-0.04113681,	-81.44743111,	0.04159940,	0.00618653
1071614759.68234122,	-0.00605149,	-174.52014903,	0.06336923,	-0.06307963
1071617260.93296647,	-0.05111971,	-66.37228915,	0.05579725,	0.02236310
1071619762.18359184,	-0.08682717,	-86.50821563,	0.08698866,	0.00529808
1071622263.43421710,	-0.06358396,	-93.27332749,	0.06368786,	-0.00363653
1071624764.68484247,	-0.08151893,	-65.05565460,	0.08990550,	0.03791654
1071627265.93546772,	-0.06601148,	-132.40711039,	0.08940143,	-0.06029179
1071629767.18609309,	0.01118264,	15.08831441,	0.04295932,	0.04147833
1071632268.43671834,	-0.04821128,	-79.16913635,	0.04908568,	0.00922371
1071634769.68734372,	-0.03888479,	-60.37447226,	0.04473244,	0.02211255
1071637270.93796897,	-0.07077850,	-125.60122425,	0.08704896,	-0.05067471
1071639772.18859434,	0.01033736,	158.64219404,	0.02838443,	-0.02643511
1071642273.43921959,	-0.08736587,	-41.60719016,	0.13157114,	0.09837768
1071644774.68984497,	-0.04853290,	-65.65103007,	0.05327131,	0.02196340
1071647275.94047022,	-0.03592544,	-149.36457977,	0.07050100,	-0.06066098
1071649777.19109559,	-0.03442767,	-148.55602010,	0.06599578,	-0.05630434
1071652278.44172084,	-0.10689431,	-123.88231922,	0.12875973,	-0.07178213
1071654779.69234621,	-0.05446982,	-103.78247216,	0.05608466,	-0.01336140
1071657280.94297147,	-0.07291428,	-115.38403325,	0.08070606,	-0.03459735
1071659782.19359684,	-0.07271951,	-117.37964855,	0.08189330,	-0.03766145
1071662283.44422209,	0.07857356,	101.13709992,	0.08008168,	-0.01546836
1071664784.69484746,	-0.04643748,	-62.80312648,	0.05220972,	0.02386242
1071667285.94547272,	-0.07895424,	-86.27668550,	0.07912125,	0.00513800
1071669787.19609809,	-0.00851946,	-173.36744561,	0.07376057,	-0.07326691
1071672288.44672334,	0.00487166,	172.94543707,	0.03966684,	-0.03936655
1071674789.69734871,	-0.00815779,	-24.81532278,	0.01943744,	0.01764269
1071677290.94797397,	-0.07878891,	-90.93254254,	0.07879935,	-0.00128248
1071679792.19859934,	-0.00093790,	-10.58227247,	0.00510707,	0.00502021
1071682293.44922459,	-0.07373023,	-100.41861016,	0.07496621,	-0.01355679
1071684794.69984996,	0.01386170,	164.61244640,	0.05223996,	-0.05036731
1071687295.95047522,	-0.02526999,	-105.12112778,	0.02617630,	-0.00682836
1071689797.20110059,	-0.11273641,	-86.84475660,	0.11290757,	0.00621461
1071692298.45172584,	-0.01866000,	-153.51751154,	0.04184567,	-0.03745483
1071694799.70235121,	-0.03504445,	-104.28953748,	0.03616331,	-0.00892590
1071697300.95297646,	-0.04542562,	-129.51273933,	0.05888090,	-0.03746296
1071699802.20360184,	-0.04166709,	-72.22830624,	0.04375506,	0.01335513
1071702303.45422709,	0.01764269,	174.46152093,	0.18279884,	-0.18194546
1071704804.70485246,	-0.03374152,	-148.34502348,	0.06429370,	-0.05472832
1071707305.95547771,	-0.01512782,	-166.78820575,	0.06619007,	-0.06443814
1071709807.20610309,	0.03342732,	134.06648359,	0.04652160,	-0.03235543
1071712308.45672834,	-0.02081047,	-25.92613533,	0.04759812,	0.04280777
1071714809.70735371,	-0.03584864,	-55.07079247,	0.04372532,	0.02503554
1071717310.95797896,	-0.17695959,	-87.51342042,	0.17712637,	0.00768469
1071719812.20860434,	-0.05179086,	-116.04311903,	0.05764379,	-0.02530836
1071722313.45922959,	-0.17435394,	-99.59748615,	0.17682895,	-0.02948189
1071724814.70985496,	-0.00570999,	-8.41392238,	0.03902305,	0.03860304
1071727315.96048021,	-0.00650904,	-172.51642208,	0.04997651,	-0.04955082
1071729817.21110558,	-0.05569952,	-52.62655589,	0.07008908,	0.04254460
1071732318.46173084,	0.06905926,	97.08166294,	0.06959013,	-0.00857934
1071734819.71235621,	-0.01285147,	-56.75438922,	0.01536654,	0.00842438
1071737320.96298146,	0.03182867,	79.16407604,	0.03240649,	0.00609233
1071739822.21360683,	-0.06230180,	-84.25726724,	0.06261606,	0.00626548
1071742323.46423209,	-0.04157581,	-58.45976953,	0.04878226,	0.02551786
1071744824.71485746,	-0.07310086,	-100.63346366,	0.07437810,	-0.01372465
1071747325.96548271,	-0.07266184,	-99.55552111,	0.07368419,	-0.01223182
1071749827.21610808,	-0.05040769,	-144.94194548,	0.08775618,	-0.07183462
1071752328.46673334,	-0.08365963,	-80.41571950,	0.08484390,	0.01412636
1071754829.71735871,	-0.02103382,	-43.27397512,	0.03068445,	0.02234087
1071757330.96798396,	-0.08320659,	-35.96663883,	0.14167306,	0.11466438
1071759832.21860933,	-0.00350305,	-8.21537835,	0.02451490,	0.02426332
1071762333.46923459,	-0.01281591,	-13.76813637,	0.05384985,	0.05230257
1071764834.71985996,	-0.07522499,	-144.03852291,	0.12809897,	-0.10368484
1071767335.97048521,	-0.11600503,	-92.92384393,	0.11615624,	-0.00592496
1071769837.22111058,	-0.10113428,	-145.38301503,	0.17802581,	-0.14650954
1071772338.47173583,	-0.10743909,	-107.50955475,	0.11265894,	-0.03389511
1071774839.72236121,	-0.04500331,	-138.25897247,	0.06759640,	-0.05043784
1071777340.97298646,	-0.14869629,	-115.02173300,	0.16409724,	-0.06940690
1071779842.22361183,	-0.08758179,	-51.25277554,	0.11229661,	0.07028484
1071782343.47423708,	0.00095327,	178.74550125,	0.04354128,	-0.04353084
1071784844.72486246,	-0.02982392,	-92.94729339,	0.02986342,	-0.00153550
1071787345.97548771,	-0.06582332,	-109.13066590,	0.06967100,	-0.02283283
1071789847.22611308,	-0.05546828,	-113.50718756,	0.06048819,	-0.02412657
1071792348.47673833,	-0.06785740,	-31.48574082,	0.12992375,	0.11079510
1071794849.72736371,	-0.02565635,	-104.04440981,	0.02644690,	-0.00641797
1071797350.97798896,	-0.00759886,	-128.66847066,	0.00973246,	-0.00608097
1071799852.22861433,	-0.05919787,	-114.30998598,	0.06495755,	-0.02674128
1071802353.47923958,	-0.00104850,	-0.95412374,	0.06296614,	0.06295741
1071804854.72986495,	-0.02758541,	-157.56239781,	0.07227420,	-0.06680274
1071807355.98049021,	-0.12895298,	-67.33925081,	0.13974064,	0.05383843
1071809857.23111558,	-0.01821004,	-116.38638641,	0.02032785,	-0.00903415
1071812358.48174083,	-0.06499222,	-112.81199055,	0.07050714,	-0.02733622
1071814859.73236620,	0.01329780,	171.55127788,	0.09050785,	-0.08952564
1071817360.98299146,	-0.05852756,	-65.71131172,	0.06421125,	0.02641230
1071819862.23361683,	-0.01439960,	-173.57745266,	0.12872882,	-0.12792091
1071822363.48424208,	-0.03084357,	-136.83606992,	0.04508714,	-0.03288653
1071824864.73486745,	-0.07946104,	-76.61190646,	0.08168079,	0.01891284
1071827365.98549271,	-0.06062729,	-72.03918043,	0.06373316,	0.01965318
1071829867.23611808,	0.00105859,	1.08852469,	0.05572367,	0.05571361
1071832368.48674333,	-0.03058883,	-38.88375467,	0.04872831,	0.03793115
1071834869.73736870,	-0.08108368,	-116.00903110,	0.09022079,	-0.03956297
1071837370.98799396,	-0.04029584,	-53.44477815,	0.05016392,	0.02987750
1071839872.23861933,	-0.07653521,	-41.60529716,	0.11526468,	0.08618763
1071842373.48924458,	-0.02697221,	-150.15995772,	0.05420674,	-0.04701990
1071844874.73986995,	-0.03155508,	-36.11495866,	0.05353697,	0.04324910
1071847375.99049520,	0.02680868,	161.07329946,	0.08265145,	-0.07818285
1071849877.24112058,	-0.02421277,	-52.33257319,	0.03058825,	0.01869178
1071852378.49174583,	-0.03213184,	-114.67178994,	0.03535969,	-0.01475983
1071854879.74237120,	-0.06523518,	-92.72208529,	0.06530887,	-0.00310161
1071857380.99299645,	0.04593876,	55.40026287,	0.05580924,	0.03169072
1071859882.24362183,	0.02835019,	157.29980229,	0.07346337,	-0.06777266
1071862383.49424708,	-0.00869019,	-11.00224673,	0.04553475,	0.04469781
1071864884.74487245,	-0.16819663,	-73.32699763,	0.17557833,	0.05037503
1071867385.99549770,	0.01181437,	18.47933251,	0.03727372,	0.03535182
1071869887.24612308,	0.00346908,	3.03361082,	0.06555105,	0.06545919
1071872388.49674833,	-0.06334062,	-37.06464221,	0.10509204,	0.08385883
1071874889.74737370,	-0.09955531,	-92.46075574,	0.09964720,	-0.00427836
1071877390.99799895,	-0.07807650,	-117.35491916,	0.08790645,	-0.04039311
1071879892.24862432,	-0.07453718,	-121.07447339,	0.08702560,	-0.04491842
1071882393.49924958,	-0.11166764,	-67.37554428,	0.12097732,	0.04653868
1071884894.74987495,	-0.06817541,	-133.45731079,	0.09392014,	-0.06459958
1071887396.00050020,	-0.06394329,	-86.81890932,	0.06404197,	0.00355382
1071889897.25112557,	0.04733118,	82.70405880,	0.04771753,	0.00605986
1071892398.50175083,	0.02003188,	169.22936054,	0.10719232,	-0.10530393
1071894899.75237620,	-0.09564017,	-87.80100045,	0.09571065,	0.00367245
1071897401.00300145,	0.02141214,	130.46056296,	0.02814229,	-0.01826222
1071899902.25362682,	0.00618824,	4.00652212,	0.08856783,	0.08835138
1071902403.50425208,	-0.01976261,	-154.97266060,	0.04671453,	-0.04232832
1071904904.75487745,	0.00461106,	5.94681794,	0.04450602,	0.04426651
1071907406.00550270,	0.11672898,	134.59997192,	0.16393912,	-0.11511029
1071909907.25612807,	-0.00323693,	-177.56839791,	0.07629463,	-0.07622593
1071912408.50675333,	-0.01855847,	-150.44103811,	0.03761962,	-0.03272337
1071914909.75737870,	-0.04415007,	-50.30330626,	0.05737976,	0.03664979
1071917411.00800395,	-0.04737190,	-96.90587651,	0.04771810,	-0.00573756
1071919912.25862932,	-0.10557543,	-100.43117417,	0.10734958,	-0.01943610
1071922413.50925457,	-0.04571515,	-60.40993884,	0.05257150,	0.02595933
1071924914.75987995,	-0.01739720,	-21.95840009,	0.04652489,	0.04314977
1071927416.01050520,	-0.05011675,	-109.54177307,	0.05318003,	-0.01778840
1071929917.26113057,	-0.11356513,	-65.75877637,	0.12454708,	0.05113644
1071932418.51175582,	-0.08019853,	-68.06035523,	0.08646015,	0.03230408
1071934919.76238120,	0.01490889,	27.90298088,	0.03185825,	0.02815446
1071937421.01300645,	-0.07757755,	-73.35811147,	0.08096906,	0.02318864
1071939922.26363182,	0.01843147,	126.41693269,	0.02290425,	-0.01359726
1071942423.51425707,	-0.01226109,	-158.65855551,	0.03369125,	-0.03138098
1071944924.76488244,	-0.02190278,	-155.70211972,	0.05322919,	-0.04851407
1071947426.01550770,	-0.06812674,	-109.66798503,	0.07234759,	-0.02434997
1071949927.26613307,	0.00062509,	178.87642056,	0.03187767,	-0.03187154
1071952428.51675832,	-0.02936453,	-97.22075499,	0.02959927,	-0.00372041
1071954929.76738369,	-0.03504074,	-45.26317578,	0.04932903,	0.03472031
1071957431.01800895,	0.05282460,	87.59461268,	0.05287119,	0.00221898
1071959932.26863432,	-0.02500604,	-144.73300553,	0.04330894,	-0.03536047
1071962433.51925957,	-0.06237333,	-103.29665346,	0.06409148,	-0.01474058
1071964934.76988494,	-0.02467593,	-29.29519267,	0.05043013,	0.04398064
1071967436.02051020,	-0.01130714,	-134.73818265,	0.01591814,	-0.01120427
1071969937.27113557,	-0.05212056,	-19.88243997,	0.15325459,	0.14411946
1071972438.52176082,	-0.01209844,	-144.41832645,	0.02079259,	-0.01691034
1071974939.77238619,	-0.14249079,	-73.06813908,	0.14894739,	0.04337858
1071977441.02301145,	-0.05020809,	-144.49234936,	0.08644470,	-0.07036927
1071979942.27363682,	-0.11990546,	-115.99876567,	0.13340564,	-0.05847860
1071982443.52426219,	-0.03726151,	-32.39527746,	0.06954925,	0.05872545
1071984944.77488744,	-0.01346366,	-166.42473613,	0.05735990,	-0.05575740
1071987446.02551281,	-0.02923077,	-154.61676606,	0.06818932,	-0.06160638
1071989947.27613807,	-0.16156259,	-98.00927326,	0.16315407,	-0.02273281
1071992448.52676344,	0.05696468,	160.02516738,	0.16675485,	-0.15672334
1071994949.77738869,	-0.03249547,	-115.39006719,	0.03596981,	-0.01542308
1071997451.02801406,	0.04869744,	49.51709696,	0.06402505,	0.04156642
1071999952.27863932,	0.05447934,	69.04872485,	0.05833625,	0.02085952
1072002453.52926469,	-0.12782511,	-125.69354168,	0.15739115,	-0.09182981
1072004954.77988994,	-0.00576006,	-35.13688715,	0.01000824,	0.00818453
1072007456.03051531,	-0.03578766,	-111.88925031,	0.03856818,	-0.01437875
1072009957.28114057,	-0.07457193,	-93.26700932,	0.07469332,	-0.00425671
1072012458.53176594,	0.00383388,	170.96658895,	0.02441802,	-0.02411516
1072014959.78239119,	-0.07323450,	-111.47134142,	0.07869594,	-0.02880553
1072017461.03301656,	0.01928176,	135.20394672,	0.02736610,	-0.01941952
1072019962.28364181,	-0.00142679,	-2.17993986,	0.03750963,	0.03748249
1072022463.53426719,	0.02661881,	142.86003263,	0.04408808,	-0.03514539
1072024964.78489244,	0.01801394,	40.56517391,	0.02770043,	0.02104309
1072027466.03551781,	-0.06251788,	-94.81147141,	0.06273897,	-0.00526238
1072029967.28614306,	-0.08294693,	-131.87882041,	0.11140420,	-0.07436869
1072032468.53676844,	-0.09897349,	-100.55664373,	0.10067753,	-0.01844488
1072034969.78739369,	0.02805879,	99.19989242,	0.02842442,	-0.00454448
1072037471.03801906,	-0.04390131,	-116.65694489,	0.04912261,	-0.02203874
1072039972.28864431,	0.03115772,	157.34528372,	0.08089198,	-0.07465059
1072042473.53926969,	0.05461366,	105.74542052,	0.05674283,	-0.01539793
1072044974.78989494,	0.03440998,	107.94105984,	0.03616872,	-0.01114136
1072047476.04052031,	-0.13639550,	-108.49686968,	0.14382538,	-0.04562901
1072049977.29114556,	-0.07192603,	-75.66973446,	0.07423588,	0.01837418
1072052478.54177093,	-0.08175886,	-114.84467229,	0.09009736,	-0.03785528
1072054979.79239619,	-0.03220738,	-104.59565628,	0.03328143,	-0.00838679
1072057481.04302156,	-0.07812410,	-105.51667528,	0.08107922,	-0.02169022
1072059982.29364681,	-0.10399836,	-95.10721273,	0.10441289,	-0.00929480
1072062483.54427218,	-0.05457212,	-139.99030512,	0.08488203,	-0.06501418
1072064984.79489744,	-0.12231125,	-96.29043007,	0.12305211,	-0.01348261
1072067486.04552281,	-0.05649080,	-92.01607690,	0.05652579,	-0.00198857
1072069987.29614806,	-0.06612548,	-112.04720368,	0.07134240,	-0.02677982
1072072488.54677343,	-0.06079354,	-86.04927922,	0.06093835,	0.00419856
1072074989.79739869,	-0.00820700,	-12.68278644,	0.03738047,	0.03646841
1072077491.04802406,	-0.00283942,	-156.02174958,	0.00698695,	-0.00638397
1072079992.29864931,	-0.00655154,	-165.33571039,	0.02587955,	-0.02503654
1072082493.54927468,	-0.05902945,	-92.90984851,	0.05910566,	-0.00300048
1072084994.79989994,	-0.01894051,	-169.20739091,	0.10114842,	-0.09935924
1072087496.05052531,	-0.09672332,	-57.44565752,	0.11475317,	0.06174860
1072089997.30115056,	0.00925239,	45.33919479,	0.01300808,	0.00914348
1072092498.55177593,	-0.03067468,	-151.75584751,	0.06481986,	-0.05710234
1072094999.80240118,	-0.08132247,	-92.38076493,	0.08139272,	-0.00338107
1072097501.05302656,	-0.11050823,	-124.46987255,	0.13404298,	-0.07586468
1072100002.30365181,	-0.01643724,	-155.48518554,	0.03961464,	-0.03604354
1072102503.55427718,	-0.05061268,	-33.04009911,	0.09282883,	0.07781740
1072105004.80490243,	-0.07995272,	-68.65570494,	0.08584051,	0.03124349
1072107506.05552781,	0.00052784,	0.87429295,	0.03459265,	0.03458863
1072110007.30615306,	-0.03663013,	-160.58474795,	0.11019489,	-0.10392857
1072112508.55677843,	0.02329382,	148.62954442,	0.04474681,	-0.03820569
1072115009.80740368,	-0.11493824,	-107.91082828,	0.12079228,	-0.03714803
1072117511.05802906,	0.00842415,	42.62693700,	0.01243927,	0.00915255
1072120012.30865431,	0.00767799,	170.12421253,	0.04476628,	-0.04410293
1072122513.55927968,	-0.06672810,	-49.10316527,	0.08827757,	0.05779524
1072125014.80990493,	0.02888492,	111.80478944,	0.03111074,	-0.01155594
1072127516.06053030,	-0.09233819,	-80.64204220,	0.09358362,	0.01521688
1072130017.31115556,	0.00257710,	5.18883059,	0.02849567,	0.02837890
1072132518.56178093,	-0.07454950,	-86.06060642,	0.07472606,	0.00513377
1072135019.81240618,	-0.06380350,	-71.93817216,	0.06711054,	0.02080716
1072137521.06303155,	0.01864847,	147.16067044,	0.03438868,	-0.02889318
1072140022.31365681,	0.03729958,	161.76549303,	0.11920341,	-0.11321747
1072142523.56428218,	-0.01996861,	-114.39283982,	0.02192582,	-0.00905516
1072145024.81490743,	0.03364715,	147.20339581,	0.06211876,	-0.05221695
1072147526.06553280,	-0.00172714,	-178.86911117,	0.08751032,	-0.08749328
1072150027.31615806,	-0.02367429,	-80.05502898,	0.02403544,	0.00415097
1072152528.56678343,	-0.01030827,	-7.94829047,	0.07454669,	0.07383054
1072155029.81740868,	-0.18098432,	-92.39694707,	0.18114281,	-0.00757583
1072157531.06803405,	-0.10486424,	-104.02428412,	0.10808595,	-0.02619280
1072160032.31865931,	0.06382589,	45.09100818,	0.09012041,	0.06362345
1072162533.56928468,	-0.03701252,	-147.27008711,	0.06845555,	-0.05758677
1072165034.81990993,	-0.04486400,	-16.48041176,	0.15814584,	0.15164870
1072167536.07053530,	-0.17622894,	-81.61165327,	0.17813462,	0.02598660
1072170037.32116055,	0.01359437,	8.64677774,	0.09042266,	0.08939491
1072172538.57178593,	-0.07883091,	-93.08779808,	0.07894553,	-0.00425249
1072175039.82241118,	0.03257130,	55.92978751,	0.03932062,	0.02202774
1072177541.07303655,	0.05532728,	124.65021297,	0.06725589,	-0.03823934
1072180042.32366180,	-0.00688529,	-7.31595338,	0.05406977,	0.05362959
1072182543.57428718,	-0.02437742,	-76.56499028,	0.02506330,	0.00582326
1072185044.82491243,	-0.03030255,	-70.28227426,	0.03218997,	0.01086046
1072187546.07553780,	-0.03361185,	-103.39518722,	0.03455182,	-0.00800449
1072190047.32616305,	-0.06595044,	-56.24089166,	0.07932634,	0.04408184
1072192548.57678843,	-0.00089283,	-0.80480615,	0.06356434,	0.06355806
1072195049.82741368,	0.01370387,	172.63726836,	0.10693574,	-0.10605402
1072197551.07803905,	0.00350983,	156.98853791,	0.00897849,	-0.00826404
1072200052.32866430,	-0.02272027,	-153.58050613,	0.05106367,	-0.04573061
1072202553.57928967,	0.05631367,	74.70538211,	0.05838141,	0.01539999
1072205054.82991493,	-0.05664661,	-103.82552972,	0.05833675,	-0.01394051
1072207556.08054030,	0.01346155,	149.47293540,	0.02650197,	-0.02282852
1072210057.33116555,	-0.01763125,	-14.24412202,	0.07165604,	0.06945306
1072212558.58179092,	-0.08823971,	-32.21286714,	0.16553235,	0.14005253
1072215059.83241618,	-0.10210237,	-81.69169759,	0.10318531,	0.01491024
1072217561.08304155,	-0.05911831,	-86.25354409,	0.05924492,	0.00387115
1072220062.33366680,	0.01752723,	34.22260827,	0.03116452,	0.02576865
1072222563.58429217,	0.03566889,	160.42663659,	0.10647000,	-0.10031745
1072225064.83491743,	-0.08033539,	-101.30974547,	0.08192629,	-0.01606680
1072227566.08554280,	-0.02421412,	-159.29855676,	0.06849852,	-0.06407592
1072230067.33616805,	-0.04500101,	-113.13665096,	0.04893700,	-0.01922859
1072232568.58679342,	-0.06133457,	-150.72685796,	0.12543534,	-0.10941707
1072235069.83741868,	-0.02880323,	-36.22240096,	0.04874293,	0.03932235
1072237571.08804405,	0.08672047,	92.98856275,	0.08683858,	-0.00452747
1072240072.33866930,	0.03504558,	86.43123927,	0.03511367,	0.00218570
1072242573.58929467,	-0.06914769,	-98.13441137,	0.06985047,	-0.00988355
1072245074.83991992,	-0.01318575,	-166.67749773,	0.05722190,	-0.05568197
1072247576.09054530,	-0.04736729,	-152.68006213,	0.10320599,	-0.09169415
1072250077.34117055,	0.00782647,	27.00973799,	0.01723353,	0.01535385
1072252578.59179592,	-0.03676724,	-146.04951523,	0.06583493,	-0.05461143
1072255079.84242117,	-0.04515091,	-99.43343776,	0.04576987,	-0.00750176
1072257581.09304655,	0.02858357,	100.80198913,	0.02909919,	-0.00545364
1072260082.34367180,	0.02290784,	122.69799136,	0.02722167,	-0.01470544
1072262583.59429717,	-0.06936128,	-106.10711041,	0.07219533,	-0.02002943
1072265084.84492242,	-0.07119021,	-112.62034140,	0.07712299,	-0.02966328
1072267586.09554780,	0.01435296,	38.25714469,	0.02318015,	0.01820198
1072270087.34617305,	0.08022946,	112.60813219,	0.08690784,	-0.03340966
1072272588.59679842,	-0.05174519,	-90.24025080,	0.05174565,	-0.00021698
1072275089.84742367,	0.02912956,	134.61082990,	0.04091844,	-0.02873651
1072277591.09804904,	0.02539128,	156.93082283,	0.06479976,	-0.05961788
1072280092.34867430,	0.04513833,	124.10519583,	0.05451426,	-0.03056691
1072282593.59929967,	-0.02587452,	-49.13577796,	0.03421369,	0.02238494
1072285094.84992492,	0.00492020,	3.00013514,	0.09400769,	0.09387884
1072287596.10055029,	-0.00488835,	-23.61562572,	0.01220262,	0.01118069
1072290097.35117555,	0.07711338,	138.14094399,	0.11556019,	-0.08606791
1072292598.60180092,	0.08347498,	145.75842527,	0.14835160,	-0.12263819
1072295099.85242617,	-0.02169732,	-17.58631005,	0.07181162,	0.06845535
1072297601.10305154,	-0.05627932,	-64.89533785,	0.06215040,	0.02636874
1072300102.35367680,	-0.01551407,	-166.83635447,	0.06812392,	-0.06633387
1072302603.60430217,	-0.01009420,	-165.66747420,	0.04077657,	-0.03950741
1072305104.85492742,	-0.03105330,	-122.20485586,	0.03669961,	-0.01955898
1072307606.10555279,	-0.02767404,	-149.12189637,	0.05392308,	-0.04628008
